book_id,title,avg_rating,pages,genres,url
4421244.0,"Bookclub-in-a-Box Discusses the Novel A Thousand Splendid Suns, by Khaled Hosseini",4.36,89,Fiction,https://www.goodreads.com/book/show/4421244.0
20412869.0,Study Guide: The Perks of Being a Wallflower by Stephen Chbosky,3.98,38,Fiction,https://www.goodreads.com/book/show/20412869.0
140241158.0,Blood Of My Blood by Barry Lyga (7-May-2015) Paperback,0.00,N/A,,https://www.goodreads.com/book/show/140241158.0
42393479.0,The Ship We Built,4.22,287,"Middle Grade, LGBT, Transgender",https://www.goodreads.com/book/show/42393479.0
639750.0,Into the Garden,3.85,384,"Mystery, Horror, Romance",https://www.goodreads.com/book/show/639750.0
37822657.0,"You Don't Know Everything, Jilly P!",4.02,256,"Middle Grade, Realistic Fiction, LGBT",https://www.goodreads.com/book/show/37822657.0
11734.0,The Human Stain,3.92,361,"Literary Fiction, Classics, Literature",https://www.goodreads.com/book/show/11734.0
44280883.0,All Boys Aren’t Blue,4.18,304,"Banned Books, LGBT, Biography",https://www.goodreads.com/book/show/44280883.0
36260155.0,Damsel,3.30,320,"Fantasy, Retellings, Dragons",https://www.goodreads.com/book/show/36260155.0
199014264.0,Heartstopper Vol 1 - Collector's Edition,4.42,N/A,"Graphic Novels, LGBT, Romance",https://www.goodreads.com/book/show/199014264.0
200033939.0,Heartstopper Vol 3 - Collector's Edition,4.54,N/A,"Graphic Novels, LGBT, Romance",https://www.goodreads.com/book/show/200033939.0
199339487.0,Heartstopper Vol 2 - Collector's Edition,4.51,N/A,"Graphic Novels, LGBT, Romance",https://www.goodreads.com/book/show/199339487.0
200626696.0,Heartstopper Vol 4 - Collector's Edition,4.57,N/A,"Graphic Novels, LGBT, Romance",https://www.goodreads.com/book/show/200626696.0
125704697.0,"Heartstopper, Vol. 5",4.46,N/A,"Graphic Novels, LGBT, Romance",https://www.goodreads.com/book/show/125704697.0
29010395.0,I Am Not Your Perfect Mexican Daughter,4.00,344,"Young Adult, Realistic Fiction, Latinx",https://www.goodreads.com/book/show/29010395.0
25576654.0,Summary & Study Guide The Brief Wondrous Life of Oscar Wao by Junot Díaz,4.11,79,,https://www.goodreads.com/book/show/25576654.0
81071294.0,Study Guide: Last Night at the Telegraph Club by Malinda Lo,3.25,N/A,,https://www.goodreads.com/book/show/81071294.0
38355061.0,People Kill People,3.87,431,"Banned Books, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/38355061.0
26095121.0,The Haters,3.41,352,"Banned Books, Humor, Young Adult",https://www.goodreads.com/book/show/26095121.0
50846677.0,Study Guide: The Poet X by Elizabeth Acevedo,4.75,47,,https://www.goodreads.com/book/show/50846677.0
38448.0,The Handmaid's Tale By Margaret Atwood: A Post 16 Study Guide,3.79,40,"Classics, Audiobook",https://www.goodreads.com/book/show/38448.0
50659471.0,A Court of Frost and Starlight,3.71,272,"Fantasy, EROTICA GENRE DEFINITION ACCORDING TO GOODREADS, Romance",https://www.goodreads.com/book/show/50659471.0
156740461.0,Wander in the Dark,4.05,400,"Mystery, Thriller, Fiction",https://www.goodreads.com/book/show/156740461.0
10572.0,A Clash of Kings,4.42,1009,"Fantasy, Adult, Fiction",https://www.goodreads.com/book/show/10572.0
50659472.0,A Court of Wings and Ruin,4.46,699,"Fantasy, Romance, Fiction",https://www.goodreads.com/book/show/50659472.0
121193861.0,Summary of All Your Perfects: Colleen Hoover,4.00,38,,https://www.goodreads.com/book/show/121193861.0
27276424.0,A Sin Such as This,3.86,384,"Adult, Mystery, Romance",https://www.goodreads.com/book/show/27276424.0
31368108.0,Summary of A Stolen Life: by Jaycee Dugard | Includes Analysis,3.25,23,,https://www.goodreads.com/book/show/31368108.0
53138095.0,A ​Court of Silver Flames,4.45,757,"Fantasy, Romance, Fiction",https://www.goodreads.com/book/show/53138095.0
37780.0,Anatomy of a Boyfriend,3.39,272,"Young Adult, Realistic Fiction, Chick Lit",https://www.goodreads.com/book/show/37780.0
37924244.0,Call Me By Your Name: by Andre Aciman | Conversation Starters,3.40,59,,https://www.goodreads.com/book/show/37924244.0
6323474.0,Beautiful,3.66,232,"Young Adult, Realistic Fiction, Romance",https://www.goodreads.com/book/show/6323474.0
28676.0,American Psycho,3.80,399,"Classics, Horror, Fiction",https://www.goodreads.com/book/show/28676.0
11505797.0,Beautiful Disaster,4.00,432,"Romance, Fiction, Contemporary",https://www.goodreads.com/book/show/11505797.0
57552438.0,And They Lived . . .,3.94,384,"Young Adult, LGBT, Romance",https://www.goodreads.com/book/show/57552438.0
49909479.0,"A Clockwork Orange by Anthony Burgess (Book Analysis): Detailed Summary, Analysis and Reading Guide",4.50,27,,https://www.goodreads.com/book/show/49909479.0
12437190.0,Crank by Ellen Hopkins l Summary & Study Guide,4.60,N/A,,https://www.goodreads.com/book/show/12437190.0
36260155.0,Damsel,3.30,320,"Fantasy, Retellings, Dragons",https://www.goodreads.com/book/show/36260155.0
7600924.0,Forbidden,3.95,418,"Young Adult, Realistic Fiction, Romance",https://www.goodreads.com/book/show/7600924.0
22288.0,Haunted,3.59,419,"Adult, Dark, Horror",https://www.goodreads.com/book/show/22288.0
12651912.0,Collateral,3.90,496,"Adult, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/12651912.0
30896134.0,Summary of Homegoing: By Yaa Gyasi - Includes Analysis,4.19,28,,https://www.goodreads.com/book/show/30896134.0
147379248.0,Forever for a Year by B. T. Gottfred,3.08,N/A,"Banned Books, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/147379248.0
1240370.0,Exit Here.,3.89,464,"Young Adult, Realistic Fiction, Addiction",https://www.goodreads.com/book/show/1240370.0
44778083.0,House of Earth and Blood,4.45,803,"Fantasy, Urban Fantasy, Romance",https://www.goodreads.com/book/show/44778083.0
81071294.0,Study Guide: Last Night at the Telegraph Club by Malinda Lo,3.25,N/A,,https://www.goodreads.com/book/show/81071294.0
18763344.0,I Am Jazz,4.12,32,"Banned Books, Picture Books, LGBT",https://www.goodreads.com/book/show/18763344.0
2954411.0,Living Dead Girl,3.78,170,"Young Adult, Realistic Fiction, Horror",https://www.goodreads.com/book/show/2954411.0
40132775.0,House of Sky and Breath,4.42,805,"Fantasy, Romance, Fiction",https://www.goodreads.com/book/show/40132775.0
12882265.0,Lullaby by Chuck Palahniuk l Summary & Study Guide,3.75,N/A,,https://www.goodreads.com/book/show/12882265.0
59112062.0,Summary of It Ends With Us by Colleen Hoover,4.00,40,,https://www.goodreads.com/book/show/59112062.0
59029659.0,Man o' War,4.36,336,"Young Adult, LGBT, Transgender",https://www.goodreads.com/book/show/59029659.0
62584266.0,Margo Zimmerman Gets the Girl,4.00,304,"Lesbian, LGBT, Romance",https://www.goodreads.com/book/show/62584266.0
150093902.0,Rant: The Oral Biography of Buster Casey by Palahniuk Chuck (2008-05-06) Paperback,3.00,N/A,,https://www.goodreads.com/book/show/150093902.0
43721070.0,Red Hood,3.44,361,"Fantasy, Retellings, Fairy Tales",https://www.goodreads.com/book/show/43721070.0
63290582.0,Study Guide: One Last Stop by Casey McQuiston,1.00,N/A,,https://www.goodreads.com/book/show/63290582.0
57094999.0,"My Sister, Daisy",4.32,34,"Picture Books, LGBT, Childrens",https://www.goodreads.com/book/show/57094999.0
7810126.0,"Precious: Based on the Novel ""Push"" by Sapphire",3.92,126,"Fiction, Audiobook",https://www.goodreads.com/book/show/7810126.0
187957173.0,"Blood and Ash Complete Series Collection Set, Books 1-5. From Blood and Ash, A Kingdom of Flesh and Fire, The Crown of Gilded Bones, The War of Two Queens, A Soul of Ash and Blood",4.53,N/A,"Fantasy, Smut, Romance",https://www.goodreads.com/book/show/187957173.0
245889487.0,Skin and Bones by Sherry Shahan,0.00,N/A,,https://www.goodreads.com/book/show/245889487.0
44660928.0,Rick,4.06,240,"Middle Grade, Realistic Fiction, LGBT",https://www.goodreads.com/book/show/44660928.0
40291564.0,Storm and Fury,4.03,512,"Fantasy, Urban Fantasy, Romance",https://www.goodreads.com/book/show/40291564.0
36203673.0,This Is Kind of an Epic Love Story,3.37,304,"Young Adult, LGBT, Romance",https://www.goodreads.com/book/show/36203673.0
11019128.0,Summary & Study Guide The Wind-up Bird Chronicle by Haruki Murakami,3.82,184,,https://www.goodreads.com/book/show/11019128.0
142425642.0,Study Guide: This Book is Gay by Juno Dawson,0.00,55,,https://www.goodreads.com/book/show/142425642.0
10858119.0,Water for Elephants by Sara Gruen Summary & Study Guide,3.88,N/A,Fiction,https://www.goodreads.com/book/show/10858119.0
21223879.0,Summary & Study Guide Wicked: The Life and Times of the Wicked Witch of the West by Gregory Maguire,5.00,69,,https://www.goodreads.com/book/show/21223879.0
24976555.0,Sidekick - The DUFF: (Designated Ugly Fat Friend) by Kody Keplinger,3.43,56,,https://www.goodreads.com/book/show/24976555.0
20701994.0,yolo,3.69,208,"Young Adult, Realistic Fiction, Chick Lit",https://www.goodreads.com/book/show/20701994.0
29401474.0,What Girls Are Made Of,3.78,200,"Banned Books, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/29401474.0
50999821.0,A Lesson in Vengeance,3.52,369,"Fantasy, Lesbian, Mystery",https://www.goodreads.com/book/show/50999821.0
49552592.0,A Complicated Love Story Set in Space,3.91,464,"Science Fiction, LGBT, Mystery",https://www.goodreads.com/book/show/49552592.0
131061.0,A Bad Boy Can Be Good for a Girl,3.50,228,"Banned Books, Realistic Fiction, Romance",https://www.goodreads.com/book/show/131061.0
50659468.0,A Court of Mist and Fury,4.63,626,"Fantasy, Romance, Fiction",https://www.goodreads.com/book/show/50659468.0
38823528.0,Summary of All the Bright Places by Jennifer Niven: Conversation Starters,4.33,70,,https://www.goodreads.com/book/show/38823528.0
25657130.0,All American Boys,4.29,316,"Banned Books, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/25657130.0
43887961.0,A Phoenix First Must Burn,3.95,368,"Science Fiction, Fantasy, LGBT",https://www.goodreads.com/book/show/43887961.0
43801602.0,All the Things We Do in the Dark: A Dark YA Thriller of Secrets and Scars,3.51,296,"Young Adult, Mystery, LGBT",https://www.goodreads.com/book/show/43801602.0
201907591.0,"(Almost Perfect) [By: Katcher, Brian] [Nov, 2010]",0.00,N/A,,https://www.goodreads.com/book/show/201907591.0
18459855.0,Another Day,3.58,327,"Fantasy, Young Adult, LGBT",https://www.goodreads.com/book/show/18459855.0
1155134.0,Bad Boy,3.26,191,"LGBT, Fiction, Gay",https://www.goodreads.com/book/show/1155134.0
44280883.0,All Boys Aren’t Blue,4.18,304,"Banned Books, LGBT, Biography",https://www.goodreads.com/book/show/44280883.0
28763838.0,Beyond Dreams,4.05,206,"Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/28763838.0
28587986.0,Being Jazz: My Life as a (Transgender) Teen,3.87,272,"LGBT, Biography, Memoir",https://www.goodreads.com/book/show/28587986.0
12000020.0,Aristotle and Dante Discover the Secrets of the Universe,4.29,390,"Young Adult, LGBT, Romance",https://www.goodreads.com/book/show/12000020.0
234334392.0,Novel Unit: Clap When You Land by Elizabeth Acevedo,5.00,53,,https://www.goodreads.com/book/show/234334392.0
12437190.0,Crank by Ellen Hopkins l Summary & Study Guide,4.60,N/A,,https://www.goodreads.com/book/show/12437190.0
496102.0,Between Mom and Jo,3.91,240,"Lesbian, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/496102.0
18166920.0,Beyond Magenta: Transgender and Nonbinary Teens Speak Out,3.80,182,"Banned Books, LGBT, Transgender",https://www.goodreads.com/book/show/18166920.0
2790866.0,Fancy White Trash,3.81,257,"Young Adult, Realistic Fiction, Chick Lit",https://www.goodreads.com/book/show/2790866.0
6323474.0,Beautiful,3.66,232,"Young Adult, Realistic Fiction, Romance",https://www.goodreads.com/book/show/6323474.0
161679870.0,Entice (Embrace) by Jessica Shirvington,4.26,N/A,"Fantasy, Supernatural, Romance",https://www.goodreads.com/book/show/161679870.0
143690501.0,Gingerbread by Rachel Cohn,3.64,N/A,"Young Adult, Realistic Fiction, Chick Lit",https://www.goodreads.com/book/show/143690501.0
243802574.0,"[Graceling] (By: Kristin Cashore) [published: September, 2009]",0.00,N/A,,https://www.goodreads.com/book/show/243802574.0
35721231.0,Girl Made of Stars,4.18,295,"Lesbian, Young Adult, LGBT",https://www.goodreads.com/book/show/35721231.0
137479177.0,Grasshopper Jungle by Andrew Smith,3.67,N/A,,https://www.goodreads.com/book/show/137479177.0
6149.0,Beloved,3.98,325,"Magical Realism, Classics, School",https://www.goodreads.com/book/show/6149.0
51165961.0,Echo After Echo,3.86,432,"Lesbian, LGBT, Mystery",https://www.goodreads.com/book/show/51165961.0
45046086.0,"I Know Why the Caged Bird Sings by Maya Angelou (Book Analysis): Detailed Summary, Analysis and Reading Guide",3.80,26,,https://www.goodreads.com/book/show/45046086.0
26109391.0,Highly Illogical Behavior,3.90,256,"Mental Illness, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/26109391.0
37542448.0,Summary & Study Guide Identical by Ellen Hopkins,5.00,63,,https://www.goodreads.com/book/show/37542448.0
194610770.0,Study Guide: History is All You Left Me by Adam Silvera,0.00,71,,https://www.goodreads.com/book/show/194610770.0
20820994.0,I'll Give You the Sun,4.15,371,"Young Adult, Realistic Fiction, LGBT",https://www.goodreads.com/book/show/20820994.0
32991569.0,"Jane, Unlimited",3.37,464,"Science Fiction, Fantasy, Mystery",https://www.goodreads.com/book/show/32991569.0
152291177.0,Lizard Radio by Pat Schmatz,0.00,N/A,,https://www.goodreads.com/book/show/152291177.0
563321.0,"l8r, g8r",3.74,288,"Banned Books, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/563321.0
29073707.0,It's Not Like It's a Secret,3.54,400,"Lesbian, Young Adult, LGBT",https://www.goodreads.com/book/show/29073707.0
35068534.0,Monday's Not Coming,4.26,448,"Young Adult, Mystery, Fiction",https://www.goodreads.com/book/show/35068534.0
94078.0,M or F?,3.70,320,"Young Adult, LGBT, Romance",https://www.goodreads.com/book/show/94078.0
36233085.0,Once & Future,3.55,336,"Science Fiction, Fantasy, Retellings",https://www.goodreads.com/book/show/36233085.0
25256386.0,Out of Darkness,4.14,402,"Banned Books, Romance, Fiction",https://www.goodreads.com/book/show/25256386.0
88744212.0,Study Guide: Pet by Akwaeke Emezi,1.00,40,,https://www.goodreads.com/book/show/88744212.0
211297473.0,[(Say the Word )] [Author: Jeannine Garsee] [Mar-2009],0.00,N/A,,https://www.goodreads.com/book/show/211297473.0
40519259.0,Shout,4.24,304,"Mental Health, Contemporary, Feminism",https://www.goodreads.com/book/show/40519259.0
21399572.0,Summary & Study Guide Rabbit is Rich by John Updike,0.00,39,,https://www.goodreads.com/book/show/21399572.0
40551242.0,Summary of Simon vs. the Homo Sapiens Agenda by Becky Albertalli | Summary & Analysis,4.14,N/A,,https://www.goodreads.com/book/show/40551242.0
136328733.0,Lush by Natasha Friend,0.00,N/A,,https://www.goodreads.com/book/show/136328733.0
45294414.0,Study Guide: The Bluest Eye by Toni Morrison,3.50,56,,https://www.goodreads.com/book/show/45294414.0
138202.0,Sloppy Firsts,3.95,298,"Young Adult, Chick Lit, Realistic Fiction",https://www.goodreads.com/book/show/138202.0
23058402.0,The Art of Being Normal,3.90,353,"Young Adult, LGBT, Transgender",https://www.goodreads.com/book/show/23058402.0
28783749.0,The ABC's of LGBT+,4.23,190,"LGBT, Sexuality, Transgender",https://www.goodreads.com/book/show/28783749.0
185436202.0,Study Guide: The Downstairs Girl by Stacey Lee,0.00,58,,https://www.goodreads.com/book/show/185436202.0
25528854.0,The Breakaways,3.32,224,"Middle Grade, Graphic Novels, LGBT",https://www.goodreads.com/book/show/25528854.0
44805980.0,"The Hate U Give by Angie Thomas (Book Analysis): Detailed Summary, Analysis and Reading Guide",4.44,25,,https://www.goodreads.com/book/show/44805980.0
151118075.0,The Test by Peggy Kern,0.00,N/A,,https://www.goodreads.com/book/show/151118075.0
26095121.0,The Haters,3.41,352,"Banned Books, Humor, Young Adult",https://www.goodreads.com/book/show/26095121.0
40801157.0,The Miseducation of Cameron Post,4.06,485,"Lesbian, Young Adult, LGBT",https://www.goodreads.com/book/show/40801157.0
17290266.0,The Infinite Moment of Us,3.17,316,"Banned Books, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/17290266.0
20414849.0,Summary & Study Guide The Glass Castle by Jeannette Walls,4.03,46,,https://www.goodreads.com/book/show/20414849.0
21060082.0,Summary & Study Guide The Kite Runner by Khaled Hosseini,4.00,64,"Fiction, Contemporary",https://www.goodreads.com/book/show/21060082.0
240012864.0,"(The Vincent Boys) [By: Abbi Glines] [Jan, 2013]",0.00,N/A,,https://www.goodreads.com/book/show/240012864.0
60900548.0,Study Guide: They Both Die at the End by Adam Silvera,5.00,86,,https://www.goodreads.com/book/show/60900548.0
30653853.0,The Upside of Unrequited,3.88,336,"Young Adult, LGBT, Romance",https://www.goodreads.com/book/show/30653853.0
23015872.0,Traffick,4.27,505,"Young Adult, Realistic Fiction, LGBT",https://www.goodreads.com/book/show/23015872.0
30312837.0,The You I've Never Known,3.94,608,"Young Adult, Realistic Fiction, LGBT",https://www.goodreads.com/book/show/30312837.0
18465566.0,This One Summer,3.69,324,"Graphic Novels, Realistic Fiction, Fiction",https://www.goodreads.com/book/show/18465566.0
10843755.0,Triangles,3.95,529,"Adult, Young Adult, Romance",https://www.goodreads.com/book/show/10843755.0
5510384.0,Tricks,4.27,627,"Banned Books, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/5510384.0
19370974.0,Wonders of the Invisible World,3.78,352,"Fantasy, Magical Realism, LGBT",https://www.goodreads.com/book/show/19370974.0
22836575.0,99 Days,3.30,384,"Summer Reads, Young Adult, Romance",https://www.goodreads.com/book/show/22836575.0
622717.0,2024: A Graphic Novel,3.03,96,"Science Fiction, Satire, Graphic Novels",https://www.goodreads.com/book/show/622717.0
35068736.0,9 Days and 9 Nights,3.64,263,"Romance, Fiction, Contemporary",https://www.goodreads.com/book/show/35068736.0
63848532.0,Study Guide: A Heart in a Body in the World by Deb Caletti,0.00,N/A,,https://www.goodreads.com/book/show/63848532.0
21520472.0,Summary & Study Guide A Bend in the Road by Nicholas Sparks,4.04,31,,https://www.goodreads.com/book/show/21520472.0
214006343.0,Study Guide: A Spark of Light by Jodi Picoult,0.00,73,,https://www.goodreads.com/book/show/214006343.0
38251245.0,A Question of Holmes,3.96,320,"Young Adult, Mystery, Romance",https://www.goodreads.com/book/show/38251245.0
3682.0,A Great and Terrible Beauty,3.80,403,"Fantasy, Romance, Fiction",https://www.goodreads.com/book/show/3682.0
17234658.0,A Thousand Pieces of You,3.89,368,"Science Fiction, Fantasy, Romance",https://www.goodreads.com/book/show/17234658.0
204880803.0,Study Guide: A Study in Charlotte by Brittany Cavallaro,0.00,63,,https://www.goodreads.com/book/show/204880803.0
13061500.0,Awaken,3.91,343,"Fantasy, Supernatural, Mythology",https://www.goodreads.com/book/show/13061500.0
128733337.0,A Swift Pure Cry,3.79,N/A,"Young Adult, Realistic Fiction, Fiction",https://www.goodreads.com/book/show/128733337.0
18114583.0,Against the Tide,4.23,180,"Fantasy, Adventure, Middle Grade",https://www.goodreads.com/book/show/18114583.0
5135798.0,Being Nikki,3.85,336,"Science Fiction, Young Adult, Chick Lit",https://www.goodreads.com/book/show/5135798.0
30312700.0,"Alex, Approximately",3.93,391,"Summer Reads, Young Adult, Romance",https://www.goodreads.com/book/show/30312700.0
40919176.0,Summary & Study Guide Across the Universe by Beth Revis,3.00,52,,https://www.goodreads.com/book/show/40919176.0
128583722.0,"Study Guide: All This Time by Mikki Daughtry, Rachael Lippincott",0.00,50,,https://www.goodreads.com/book/show/128583722.0
40614146.0,All For One,3.56,391,"Romance, Historical Romance, Fiction",https://www.goodreads.com/book/show/40614146.0
17297487.0,All the Truth That's in Me,3.91,274,"Mystery, Romance, Fiction",https://www.goodreads.com/book/show/17297487.0
51960675.0,All the Pretty Things,3.02,352,"Mystery, Fiction, Contemporary",https://www.goodreads.com/book/show/51960675.0
20748933.0,Summary & Study Guide All The Pretty Horses by Cormac McCarthy,4.00,57,,https://www.goodreads.com/book/show/20748933.0
49202861.0,Alone,4.13,404,"Adventure, Middle Grade, Fiction",https://www.goodreads.com/book/show/49202861.0
13414841.0,All You Never Wanted,3.00,240,"Young Adult, Realistic Fiction, Fiction",https://www.goodreads.com/book/show/13414841.0
37678396.0,An Assassin's Guide to Love and Treason,3.64,374,"LGBT, Romance, Fiction",https://www.goodreads.com/book/show/37678396.0
29905900.0,Antisocial,3.39,256,"Young Adult, Realistic Fiction, Mystery",https://www.goodreads.com/book/show/29905900.0
139529417.0,Annexed by Sharon Dogar,3.67,N/A,,https://www.goodreads.com/book/show/139529417.0
28763240.0,At the Edge of the Universe,4.14,304,"Science Fiction, Young Adult, LGBT",https://www.goodreads.com/book/show/28763240.0
139862143.0,An Abundance of Katherines by John Green (10-May-2012) Paperback,3.51,N/A,"Young Adult, Realistic Fiction, Romance",https://www.goodreads.com/book/show/139862143.0
1627267.0,"Audrey, Wait!",3.77,313,"Young Adult, Realistic Fiction, Romance",https://www.goodreads.com/book/show/1627267.0
196575083.0,Study Guide: Be Not Far from Me by Mindy McGinnis,0.00,66,,https://www.goodreads.com/book/show/196575083.0
16140922.0,Altered,3.66,401,"Science Fiction, Fantasy, Romance",https://www.goodreads.com/book/show/16140922.0
10662433.0,Ashes to Ashes,3.64,387,"Fantasy, Young Adult, Mystery",https://www.goodreads.com/book/show/10662433.0
187812.0,Avalon High,3.81,304,"Fantasy, Retellings, Chick Lit",https://www.goodreads.com/book/show/187812.0
96363439.0,Study Guide: Before I Fall by Lauren Oliver,0.00,40,,https://www.goodreads.com/book/show/96363439.0
8652190.0,Awakened,4.00,290,"Fantasy, Supernatural, Romance",https://www.goodreads.com/book/show/8652190.0
544891.0,Beastly,3.82,336,"Fantasy, Retellings, Fairy Tales",https://www.goodreads.com/book/show/544891.0
25985241.0,Before the Devil Breaks You,4.25,552,"Fantasy, Horror, Historical",https://www.goodreads.com/book/show/25985241.0
5135798.0,Being Nikki,3.85,336,"Science Fiction, Young Adult, Chick Lit",https://www.goodreads.com/book/show/5135798.0
19510835.0,Summary & Study Guide Betrayed by P. C. Cast,3.43,37,,https://www.goodreads.com/book/show/19510835.0
121402298.0,Study Guide: Blacktop Wasteland by S. A. Cosby,0.00,65,,https://www.goodreads.com/book/show/121402298.0
11859244.0,Bewitching,3.94,336,"Fantasy, Retellings, Fairy Tales",https://www.goodreads.com/book/show/11859244.0
8939770.0,Big Nate: From the Top,4.22,224,"Humor, Middle Grade, Graphic Novels",https://www.goodreads.com/book/show/8939770.0
31450752.0,Because You Love to Hate Me: 13 Tales of Villainy,3.49,368,"Fantasy, Retellings, Romance",https://www.goodreads.com/book/show/31450752.0
31371486.0,Blight: A Standalone YA Environmental Thriller of Dystopian Survival and Conspiracy,3.78,400,"Science Fiction, Young Adult Science Fiction, Fiction",https://www.goodreads.com/book/show/31371486.0
208648251.0,Bloodline: A Novel,0.00,N/A,,https://www.goodreads.com/book/show/208648251.0
872333.0,Blue Bloods,3.70,302,"Fantasy, Urban Fantasy, Romance",https://www.goodreads.com/book/show/872333.0
211314490.0,Bog Child,3.81,N/A,"Young Adult, Mystery, Fiction",https://www.goodreads.com/book/show/211314490.0
8494485.0,Bronxwood,4.39,336,"Urban, Realistic Fiction, Fiction",https://www.goodreads.com/book/show/8494485.0
25232680.0,Summary & Study Guide Chain Letter by Christopher Pike,3.00,53,,https://www.goodreads.com/book/show/25232680.0
44002050.0,Broken Throne: A Red Queen Collection,3.80,N/A,"Fantasy, Romance, Fiction",https://www.goodreads.com/book/show/44002050.0
29239591.0,Gone and BZRK Series Michael Grant Collection 9 Books Set,4.50,N/A,,https://www.goodreads.com/book/show/29239591.0
126008837.0,BZRK APOCALYPSE by Michael Grant,0.00,N/A,,https://www.goodreads.com/book/show/126008837.0
1609451.0,Change of Heart,3.95,448,"Adult, Chick Lit, Fiction",https://www.goodreads.com/book/show/1609451.0
208251796.0,The Mortal Instruments 2: City of Ashes by Cassandra Clare,3.50,N/A,,https://www.goodreads.com/book/show/208251796.0
3777732.0,City of Glass,4.27,541,"Fantasy, Urban Fantasy, Romance",https://www.goodreads.com/book/show/3777732.0
14367051.0,City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls,4.56,2496,"Fantasy, Urban Fantasy, Romance",https://www.goodreads.com/book/show/14367051.0
7171637.0,Clockwork Angel,4.31,479,"Fantasy, Romance, Fiction",https://www.goodreads.com/book/show/7171637.0
211402123.0,City of Fallen Angels by Cassandra Clare,5.00,N/A,,https://www.goodreads.com/book/show/211402123.0
136206610.0,[(Chasing Shadows )] [Author: Swati Avasthi] [Sep-2013],3.00,N/A,,https://www.goodreads.com/book/show/136206610.0
10025305.0,Clockwork Prince,4.42,498,"Fantasy, Urban Fantasy, Romance",https://www.goodreads.com/book/show/10025305.0
42506018.0,"Cold Day in the Sun: Life Is Short, Take the Shot",3.94,324,"Hockey, Young Adult, Realistic Fiction",https://www.goodreads.com/book/show/42506018.0
18667792.0,Conversion,3.30,402,"Fantasy, Young Adult, Mystery",https://www.goodreads.com/book/show/18667792.0
21361896.0,A Brief Critical Introduction to 'Cold Mountain' Charles Frazier,4.00,3,,https://www.goodreads.com/book/show/21361896.0
