goodreads_id,goodreads_url,avg_rating,rating_count,review_count,scrape_status,dist_5_star_raw,count_5_star,pct_5_star,dist_4_star_raw,count_4_star,pct_4_star,dist_3_star_raw,count_3_star,pct_3_star,dist_2_star_raw,count_2_star,pct_2_star,dist_1_star_raw,count_1_star,pct_1_star,book_title,author,polarization,rating_skew,http_status,is_study_guide,log_rating_count,data_quality,pen_genre,total_ban_instances,states_banned_in
17166339,https://www.goodreads.com/book/show/17166339,4.07,1475.0,243.0,ok,599 (40%),599.0,40.0,473 (32%),473.0,32.0,327 (22%),327.0,22.0,57 (3%),57.0,3.0,19 (1%),19.0,1.0,"Gaby, Lost and Found","Cervantes, Angela",0.41,0.39,,False,3.1687920203141817,Good,Juvenile Fiction,1,1
35604730,https://www.goodreads.com/book/show/35604730,4.18,1284.0,250.0,ok,586 (45%),586.0,45.0,420 (32%),420.0,32.0,219 (17%),219.0,17.0,41 (3%),41.0,3.0,18 (1%),18.0,1.0,Neither,"Anderson, Airlie",0.46,0.44,,False,3.1085650237328344,Good,"Picture Books, LGBT, Childrens, Storytime, Fiction, Animals, Gender",1,1
124073215,https://www.goodreads.com/book/show/124073215,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,Nadia's Hands,"English, Karen",0.0,0.0,,False,0.0,Very Low Ratings,"Picture Books, Childrens, Cultural, Family, Pakistan, India, Realistic Fiction",1,1
198538305,https://www.goodreads.com/book/show/198538305,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,Totem Tale,"Vanasse, Deb",0.0,0.0,,False,0.0,Very Low Ratings,"Picture Books, Native American, Childrens",1,1
35257592,https://www.goodreads.com/book/show/35257592,4.03,445.0,136.0,ok,133 (29%),133.0,29.0,208 (46%),208.0,46.0,90 (20%),90.0,20.0,14 (3%),14.0,3.0,0 (0%),0.0,0.0,When Angels Sing: The Story of Rock Legend Carlos Santana,"Mahin, Michael James",0.29,0.29,,False,2.6483600109809315,Good,"Picture Books, Biography, Music, Nonfiction, Childrens, Cultural, Historical",1,1
13521501,https://www.goodreads.com/book/show/13521501,4.18,10122.0,1012.0,ok,"4,482 (44%)",4482.0,44.0,"3,645 (36%)",3645.0,36.0,"1,485 (14%)",1485.0,14.0,347 (3%),347.0,3.0,163 (1%),163.0,1.0,Starry River of the Sky,"Lin, Grace",0.45,0.43,,False,4.005266332972769,Good,"Fantasy, Middle Grade, Fiction, Childrens, China, Mythology, Adventure",1,1
20893945,https://www.goodreads.com/book/show/20893945,3.97,211.0,44.0,ok,59 (27%),59.0,27.0,91 (43%),91.0,43.0,57 (27%),57.0,27.0,4 (1%),4.0,1.0,0 (0%),0.0,0.0,Winter Candle,"Frame, Jeron Ashford",0.27,0.27,,False,2.3242824552976926,Good,"Picture Books, Christmas, Holiday, Family, Childrens, Cultural, Fiction",1,1
35398627,https://www.goodreads.com/book/show/35398627,4.4,34580.0,5237.0,ok,"18,489 (53%)",18489.0,53.0,"12,497 (36%)",12497.0,36.0,"2,907 (8%)",2907.0,8.0,453 (1%),453.0,1.0,234 (<1%),,,Other Words for Home,"Warga, Jasmine",0.53,0.53,,False,4.538824988937904,Good,"Middle Grade, Poetry, Fiction, Realistic Fiction, Contemporary, Young Adult, Audiobook",1,1
31556136,https://www.goodreads.com/book/show/31556136,3.67,1121.0,232.0,ok,217 (19%),217.0,19.0,427 (38%),427.0,38.0,386 (34%),386.0,34.0,72 (6%),72.0,6.0,19 (1%),19.0,1.0,Like Water,"Podos, Rebecca",0.2,0.18,,False,3.049605612594973,Good,Young Adult Fiction,2,1
4466386,https://www.goodreads.com/book/show/4466386,4.12,568.0,128.0,ok,245 (43%),245.0,43.0,192 (33%),192.0,33.0,99 (17%),99.0,17.0,16 (2%),16.0,2.0,16 (2%),16.0,2.0,"Daddy, Papa, and Me","Newman, Lesléa",0.45,0.41,,False,2.754348335711019,Good,"Juvenile Fiction, Winds",1,1
5999703,https://www.goodreads.com/book/show/5999703,3.68,240.0,48.0,ok,55 (22%),55.0,22.0,78 (32%),78.0,32.0,83 (34%),83.0,34.0,22 (9%),22.0,9.0,2 (<1%),,,Pink!,"Rickards, Lynne",0.22,0.22,,False,2.380211241711606,Good,"Picture Books, Childrens, Fiction, Animals, Birds, Family, Emotion",1,1
35794821,https://www.goodreads.com/book/show/35794821,4.37,20949.0,2636.0,ok,"11,201 (53%)",11201.0,53.0,"7,029 (33%)",7029.0,33.0,"2,168 (10%)",2168.0,10.0,407 (1%),407.0,1.0,144 (<1%),,,Anne Frank's Diary: The Graphic Adaptation,"Folman, Ari",0.53,0.53,,False,4.321163296760679,Good,"Graphic Novels, Nonfiction, History, Comics, Biography, Memoir, Classics",10,3
40790,https://www.goodreads.com/book/show/40790,4.16,525.0,66.0,ok,232 (44%),232.0,44.0,168 (32%),168.0,32.0,106 (20%),106.0,20.0,16 (3%),16.0,3.0,3 (<1%),,,Thirteen Moons on Turtle's Back: A Native American Year of Moons,"Bruchac, Joseph",0.44,0.44,,False,2.720159303405957,Good,"Juvenile Nonfiction, Children's poetry, American",1,1
139007212,https://www.goodreads.com/book/show/139007212,3.9,1123.0,176.0,ok,364 (32%),364.0,32.0,406 (36%),406.0,36.0,262 (23%),262.0,23.0,61 (5%),61.0,5.0,30 (2%),30.0,2.0,A Little Piece of Ground,"Laird, Elizabeth",0.34,0.3,,False,3.050379756261458,Good,"Fiction, Young Adult, Historical Fiction, Middle Grade, War, Childrens, Sports",2,1
13503146,https://www.goodreads.com/book/show/13503146,3.87,1135.0,170.0,ok,400 (35%),400.0,35.0,380 (33%),380.0,33.0,225 (19%),225.0,19.0,66 (5%),66.0,5.0,64 (5%),64.0,5.0,Flying the Dragon,"Lorenzi, Natalie Dias",0.4,0.3,,False,3.0549958615291417,Good,"Middle Grade, Realistic Fiction, Fiction, Family, Childrens, Cultural, Young Adult",1,1
39295317,https://www.goodreads.com/book/show/39295317,4.09,9829.0,1393.0,ok,"4,182 (42%)",4182.0,42.0,"3,180 (32%)",3180.0,32.0,"1,805 (18%)",1805.0,18.0,465 (4%),465.0,4.0,197 (2%),197.0,2.0,"Meg, Jo, Beth, and Amy: A Modern Graphic Retelling of Little Women","Terciero, Rey",0.44,0.4,,False,3.9925093350677754,Good,Juvenile Fiction,7,4
31247034,https://www.goodreads.com/book/show/31247034,4.22,800.0,178.0,ok,346 (43%),346.0,43.0,325 (40%),325.0,40.0,95 (11%),95.0,11.0,23 (2%),23.0,2.0,11 (1%),11.0,1.0,Stonewall: A Building. An Uprising. A Revolution.,"Sanders, Rob",0.44,0.42,,False,2.9030899869919438,Good,"Picture Books, LGBT, History, Nonfiction, Childrens, Queer, Historical",1,1
31146810,https://www.goodreads.com/book/show/31146810,3.76,906.0,149.0,ok,206 (22%),206.0,22.0,356 (39%),356.0,39.0,279 (30%),279.0,30.0,53 (5%),53.0,5.0,12 (1%),12.0,1.0,Ashes to Asheville,"Dooley, Sarah",0.23,0.21,,False,2.957128197676813,Good,"Middle Grade, Realistic Fiction, LGBT, Young Adult, Fiction, Family, Road Trip",2,2
1780794,https://www.goodreads.com/book/show/1780794,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,A Dream Come True: Coming to America from Vietnam-1975,"Cosson, M. J.",0.0,0.0,,False,0.0,Very Low Ratings,History,1,1
8597653,https://www.goodreads.com/book/show/8597653,4.15,163.0,52.0,ok,60 (36%),60.0,36.0,68 (41%),68.0,41.0,34 (20%),34.0,20.0,1 (<1%),,,0 (0%),0.0,0.0,Time to Pray,"Addasi, Maha",0.36,0.36,,False,2.2121876044039577,Good,"Picture Books, Islam, Cultural, Religion, Childrens, Realistic Fiction, Family",1,1
570723,https://www.goodreads.com/book/show/570723,3.96,395.0,106.0,ok,125 (31%),125.0,31.0,152 (38%),152.0,38.0,98 (24%),98.0,24.0,19 (4%),19.0,4.0,1 (<1%),,,Dear Juno,"Pak, Soyung",0.31,0.31,,False,2.59659709562646,Good,"Picture Books, Family, Childrens, Cultural, Fiction, Writing, Asia",1,1
241198972,https://www.goodreads.com/book/show/241198972,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,The Invisible Life of Addie LaRue,"Schwab, V. E.",0.0,0.0,,False,0.0,Very Low Ratings,"Fantasy, Fiction, Romance, Historical Fiction, Adult, Historical, Magical Realism",17,8
34474542,https://www.goodreads.com/book/show/34474542,4.49,2415.0,592.0,ok,"1,454 (60%)",1454.0,60.0,757 (31%),757.0,31.0,154 (6%),154.0,6.0,31 (1%),31.0,1.0,19 (<1%),,,Before She Was Harriet,"Cline-Ransome, Lesa",0.6,0.6,,False,3.382917135087531,Good,"Picture Books, Biography, Nonfiction, History, Poetry, Childrens, African American",2,1
39987021,https://www.goodreads.com/book/show/39987021,4.51,2343.0,523.0,ok,"1,518 (64%)",1518.0,64.0,621 (26%),621.0,26.0,142 (6%),142.0,6.0,16 (<1%),,,46 (1%),46.0,1.0,When Aidan Became A Brother,"Lukoff, Kyle",0.65,0.63,,False,3.369772288596963,Good,"Picture Books, LGBT, Family, Childrens, Realistic Fiction, Queer, Gender",2,2
117953,https://www.goodreads.com/book/show/117953,3.48,85.0,8.0,ok,20 (23%),20.0,23.0,27 (31%),27.0,31.0,20 (23%),20.0,23.0,10 (11%),10.0,11.0,8 (9%),8.0,9.0,The Dateable Rules: A Guide to the Sexes,"Lookadoo, Justin",0.32,0.14,,False,1.9294189257142926,Low Ratings,"Relationships, Christian",1,1
3364648,https://www.goodreads.com/book/show/3364648,,,,non_200,,,,,,,,,,,,,,,,"Thank You, Jackie Robinson","Cohen, Barbara",0.0,0.0,500.0,False,,Good,Juvenile Fiction,1,1
1282415,https://www.goodreads.com/book/show/1282415,4.03,40.0,19.0,ok,15 (37%),15.0,37.0,12 (30%),12.0,30.0,12 (30%),12.0,30.0,1 (2%),1.0,2.0,0 (0%),0.0,0.0,Love to Mama: A Tribute To Mothers,"Mora, Pat",0.37,0.37,,False,1.6020599913279623,Low Ratings,"Poetry, Picture Books, Cultural, Childrens, Family, Juvenile",1,1
1941283,https://www.goodreads.com/book/show/1941283,4.29,913.0,230.0,ok,405 (44%),405.0,44.0,392 (42%),392.0,42.0,99 (10%),99.0,10.0,11 (1%),11.0,1.0,6 (<1%),,,"Four Feet, Two Sandals","Williams, Karen Lynn",0.44,0.44,,False,2.960470777534299,Good,Juvenile Fiction,1,1
31277777,https://www.goodreads.com/book/show/31277777,4.32,961.0,256.0,ok,455 (47%),455.0,47.0,367 (38%),367.0,38.0,131 (13%),131.0,13.0,5 (<1%),,,3 (<1%),,,Lost and Found Cat : The True Story of Kunkush's Incredible Journey,"Kuntz, Doug",0.47,0.47,,False,2.9827233876685453,Good,"Picture Books, Nonfiction, Cats, Animals, Childrens, Family, History",1,1
24039396,https://www.goodreads.com/book/show/24039396,3.62,6030.0,935.0,ok,"1,356 (22%)",1356.0,22.0,"2,054 (34%)",2054.0,34.0,"1,801 (29%)",1801.0,29.0,627 (10%),627.0,10.0,192 (3%),192.0,3.0,Fans of the Impossible Life,"Scelsa, Kate",0.25,0.19,,False,3.780317312140151,Good,"Young Adult, LGBT, Contemporary, Mental Health, Romance, Fiction, Queer",3,2
7683836,https://www.goodreads.com/book/show/7683836,4.14,296.0,72.0,ok,112 (37%),112.0,37.0,131 (44%),131.0,44.0,41 (13%),41.0,13.0,6 (2%),6.0,2.0,6 (2%),6.0,2.0,Henry Aaron's Dream,"Tavares, Matt",0.39,0.35,,False,2.4712917110589387,Good,"Picture Books, Biography, Nonfiction, Sports, Baseball, History, African American",1,1
39208904,https://www.goodreads.com/book/show/39208904,4.17,282.0,56.0,ok,97 (34%),97.0,34.0,142 (50%),142.0,50.0,36 (12%),36.0,12.0,7 (2%),7.0,2.0,0 (0%),0.0,0.0,Wilma's Way Home: The Life of Wilma Mankiller,"Rappaport, Doreen",0.34,0.34,,False,2.450249108319361,Good,"Biography, Picture Books, Nonfiction, History, Indigenous, Childrens, Native American",1,1
18209399,https://www.goodreads.com/book/show/18209399,3.99,199.0,48.0,ok,66 (33%),66.0,33.0,78 (39%),78.0,39.0,45 (22%),45.0,22.0,7 (3%),7.0,3.0,3 (1%),3.0,1.0,Soccer Star,"Javaherbin, Mina",0.34,0.32,,False,2.298853076409707,Good,"Picture Books, Sports, Soccer, Cultural, Realistic Fiction, Brazil, Childrens",1,1
6629316,https://www.goodreads.com/book/show/6629316,4.0,4174.0,846.0,ok,"1,655 (39%)",1655.0,39.0,"1,330 (31%)",1330.0,31.0,832 (19%),832.0,19.0,246 (5%),246.0,5.0,111 (2%),111.0,2.0,Big Red Lollipop,"Khan, Rukhsana",0.41,0.37,,False,3.620552444729435,Good,"Picture Books, Family, Cultural, Realistic Fiction, Childrens, Fiction, Contemporary",1,1
3271570,https://www.goodreads.com/book/show/3271570,3.08,232.0,54.0,ok,34 (14%),34.0,14.0,38 (16%),38.0,16.0,89 (38%),89.0,38.0,54 (23%),54.0,23.0,17 (7%),17.0,7.0,Dishes,"Wallace, Rich",0.21,0.07,,False,2.3654879848909,Good,"Young Adult, Fiction, Realistic Fiction, LGBT, Romance, Teen, Gay",5,3
46196,https://www.goodreads.com/book/show/46196,3.88,907.0,152.0,ok,291 (32%),291.0,32.0,316 (34%),316.0,34.0,223 (24%),223.0,24.0,57 (6%),57.0,6.0,20 (2%),20.0,2.0,My Name Is María Isabel,"Ada, Alma Flor",0.34,0.3,,False,2.957607287060095,Good,"Realistic Fiction, Cultural, Middle Grade, Childrens, Fiction, School, Young Adult",1,1
51828348,https://www.goodreads.com/book/show/51828348,3.94,3268.0,682.0,ok,943 (28%),943.0,28.0,"1,412 (43%)",1412.0,43.0,710 (21%),710.0,21.0,177 (5%),177.0,5.0,26 (<1%),,,Hold Back the Tide,"Salisbury, Melinda",0.28,0.28,,False,3.514282047860378,Good,"Horror, Fantasy, Young Adult, Mystery, Thriller, Historical Fiction, Paranormal",3,2
35297602,https://www.goodreads.com/book/show/35297602,4.22,1401.0,283.0,ok,546 (38%),546.0,38.0,639 (45%),639.0,45.0,199 (14%),199.0,14.0,15 (1%),15.0,1.0,2 (<1%),,,Festival of Colors,"Sehgal, Surishtha",0.38,0.38,,False,3.1464381352857744,Good,"Picture Books, Holiday, Childrens, India, Cultural, Storytime, Realistic Fiction",1,1
34146748,https://www.goodreads.com/book/show/34146748,4.13,751.0,209.0,ok,291 (38%),291.0,38.0,303 (40%),303.0,40.0,128 (17%),128.0,17.0,25 (3%),25.0,3.0,4 (<1%),,,All Around Us,"Gonzalez, Xelena",0.38,0.38,,False,2.8756399370041685,Good,"Juvenile Fiction, Education, Bilingual",1,1
133247707,https://www.goodreads.com/book/show/133247707,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,Sam and the Lucky Money,"Chinn, Karen",0.0,0.0,,False,0.0,Very Low Ratings,"Picture Books, Holiday, Childrens, China, Family, Cultural, Asian Literature",1,1
28118479,https://www.goodreads.com/book/show/28118479,4.3,1323.0,282.0,ok,637 (48%),637.0,48.0,483 (36%),483.0,36.0,176 (13%),176.0,13.0,23 (1%),23.0,1.0,4 (<1%),,,The Sound of Silence,"Goldsaito, Katrina",0.48,0.48,,False,3.1215598441875008,Good,"Picture Books, Childrens, Japan, Music, Fiction, Cultural, Asia",1,1
44900082,https://www.goodreads.com/book/show/44900082,4.21,9134.0,1628.0,ok,"3,764 (41%)",3764.0,41.0,"3,857 (42%)",3857.0,42.0,"1,267 (13%)",1267.0,13.0,189 (2%),189.0,2.0,57 (<1%),,,The List of Things That Will Not Change,"Stead, Rebecca",0.41,0.41,,False,3.9606610072709816,Good,"Middle Grade, Realistic Fiction, LGBT, Fiction, Family, Contemporary, Audiobook",6,4
230610895,https://www.goodreads.com/book/show/230610895,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,Day of the Dead,"Johnston, Tony",0.0,0.0,,False,0.0,Very Low Ratings,"Picture Books, Holiday, Childrens, Halloween, Nonfiction, Family, Cultural",1,1
21061803,https://www.goodreads.com/book/show/21061803,4.43,1157.0,212.0,ok,669 (57%),669.0,57.0,344 (29%),344.0,29.0,119 (10%),119.0,10.0,18 (1%),18.0,1.0,7 (<1%),,,Uncle Jed's Barber Shop,"Mitchell, Margaree King",0.57,0.57,,False,3.0633333589517497,Good,"Picture Books, Historical Fiction, Cultural, Family, Childrens, African American, Realistic Fiction",1,1
18445091,https://www.goodreads.com/book/show/18445091,3.98,153.0,55.0,ok,54 (35%),54.0,35.0,57 (37%),57.0,37.0,28 (18%),28.0,18.0,13 (8%),13.0,8.0,1 (<1%),,,Never Say a Mean Word Again: A Tale from Medieval Spain,"Jules, Jacqueline",0.35,0.35,,False,2.184691430817599,Good,Juvenile Fiction,1,1
34907760,https://www.goodreads.com/book/show/34907760,4.29,766.0,193.0,ok,355 (46%),355.0,46.0,294 (38%),294.0,38.0,101 (13%),101.0,13.0,14 (1%),14.0,1.0,2 (<1%),,,"Memphis, Martin, and the Mountaintop: The Sanitation Strike of 1968","Duncan, Alice Faye",0.46,0.46,,False,2.884228769632604,Good,Juvenile Fiction,1,1
26176756,https://www.goodreads.com/book/show/26176756,3.41,491.0,116.0,ok,83 (16%),83.0,16.0,144 (29%),144.0,29.0,175 (35%),175.0,35.0,68 (13%),68.0,13.0,21 (4%),21.0,4.0,Meg & Linus,"Nowinski, Hanna",0.2,0.12,,False,2.6910814921229687,Good,"LGBT, Young Adult, Contemporary, Romance, Fiction, Queer, Young Adult Contemporary",1,1
18749,https://www.goodreads.com/book/show/18749,4.34,184471.0,14736.0,ok,"91,771 (49%)",91771.0,49.0,"69,304 (37%)",69304.0,37.0,"18,924 (10%)",18924.0,10.0,"3,302 (1%)",3302.0,1.0,"1,170 (<1%)",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",0.49,0.49,,False,5.2659281020403705,Good,"Fiction, Historical Fiction, Nigeria, War, Historical, African Literature, Novels",19,9
11392880,https://www.goodreads.com/book/show/11392880,4.26,34.0,4.0,ok,13 (38%),13.0,38.0,17 (50%),17.0,50.0,4 (11%),4.0,11.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,I See the Sun in Afghanistan,"King, Dedie",0.38,0.38,,False,1.5314789170422551,Low Ratings,,1,1
157091147,https://www.goodreads.com/book/show/157091147,3.71,370.0,106.0,ok,82 (22%),82.0,22.0,138 (37%),138.0,37.0,120 (32%),120.0,32.0,22 (5%),22.0,5.0,8 (2%),8.0,2.0,The Garden of My Imaan,"Zia, Farhana",0.24,0.2,,False,2.568201724066995,Good,"Middle Grade, Realistic Fiction, Islam, Fiction, Religion, Muslims, Childrens",1,1
51278751,https://www.goodreads.com/book/show/51278751,4.43,7.0,2.0,ok,5 (71%),5.0,71.0,0 (0%),0.0,0.0,2 (28%),2.0,28.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,"Brother Eagle, Sister Sky",Chief Seattle,0.71,0.71,,False,0.8450980400142568,Very Low Ratings,Human ecology,1,1
846071,https://www.goodreads.com/book/show/846071,4.22,226.0,61.0,ok,95 (42%),95.0,42.0,89 (39%),89.0,39.0,39 (17%),39.0,17.0,2 (<1%),,,1 (<1%),,,"Celia Cruz, Queen of Salsa","Chambers, Veronica",0.42,0.42,,False,2.3541084391474008,Good,"Juvenile Fiction, Children's audiobooks",1,1
25897857,https://www.goodreads.com/book/show/25897857,4.24,4543.0,905.0,ok,"1,956 (43%)",1956.0,43.0,"1,899 (41%)",1899.0,41.0,570 (12%),570.0,12.0,76 (1%),76.0,1.0,42 (<1%),,,"It Ain't So Awful, Falafel","Dumas, Firoozeh",0.43,0.43,,False,3.657342736814626,Good,Juvenile Fiction,1,1
40939923,https://www.goodreads.com/book/show/40939923,4.32,694.0,144.0,ok,315 (45%),315.0,45.0,294 (42%),294.0,42.0,76 (10%),76.0,10.0,9 (1%),9.0,1.0,0 (0%),0.0,0.0,Proud: Living My American Dream (Young Readers Edition),"Muhammad, Ibtihaj",0.45,0.45,,False,2.841359470454855,Good,"Nonfiction, Memoir, Sports, Biography, Middle Grade, Muslims, Biography Memoir",1,1
24795927,https://www.goodreads.com/book/show/24795927,4.25,1096.0,220.0,ok,494 (45%),494.0,45.0,420 (38%),420.0,38.0,149 (13%),149.0,13.0,26 (2%),26.0,2.0,7 (<1%),,,Hiawatha and the Peacemaker,"Robertson, Robbie",0.45,0.45,,False,3.0398105541483504,Good,"Picture Books, Native American, Indigenous, History, Childrens, Nonfiction, Biography",1,1
171169315,https://www.goodreads.com/book/show/171169315,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,A Day's Work,"Bunting, Eve",0.0,0.0,,False,0.0,Very Low Ratings,"Picture Books, Cultural, Childrens, Realistic Fiction, Family, Fiction, Historical Fiction",1,1
9711816,https://www.goodreads.com/book/show/9711816,3.34,1389.0,209.0,ok,271 (19%),271.0,19.0,328 (23%),328.0,23.0,472 (33%),472.0,33.0,235 (16%),235.0,16.0,83 (5%),83.0,5.0,Hooked,"Greenman, Catherine",0.24,0.14,,False,3.1427022457376155,Good,"Young Adult, Romance, Fiction, Realistic Fiction, High School, Young Adult Contemporary, Teen",4,2
594795,https://www.goodreads.com/book/show/594795,3.25,4.0,0.0,ok,0 (0%),0.0,0.0,1 (25%),1.0,25.0,3 (75%),3.0,75.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,Roe v. Wade: A Woman's Choice?,"Gold, Susan Dudley",0.0,0.0,,False,0.6020599913279624,Very Low Ratings,Juvenile Nonfiction,1,1
56855863,https://www.goodreads.com/book/show/56855863,4.25,4.0,,ok,3 (75%),3.0,75.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,1 (25%),1.0,25.0,0 (0%),0.0,0.0,Sadako,"Coerr, Eleanor",0.75,0.75,,False,0.6020599913279624,Very Low Ratings,"Picture Books, Japan, History, Biography, War, Nonfiction, Childrens",1,1
33503607,https://www.goodreads.com/book/show/33503607,3.56,14618.0,3079.0,ok,"2,194 (15%)",2194.0,15.0,"5,579 (38%)",5579.0,38.0,"5,335 (36%)",5335.0,36.0,"1,255 (8%)",1255.0,8.0,255 (1%),255.0,1.0,Meet Cute: Some People Are Destined to Meet,"Armentrout, Jennifer L.",0.16,0.14,,False,4.164887957547954,Good,"Romance, Young Adult, Short Stories, Contemporary, Anthologies, LGBT, Fiction",3,3
1318176,https://www.goodreads.com/book/show/1318176,4.06,419.0,60.0,ok,174 (41%),174.0,41.0,123 (29%),123.0,29.0,101 (24%),101.0,24.0,16 (3%),16.0,3.0,5 (1%),5.0,1.0,The Mud Pony,"Cohen, Caron Lee",0.42,0.4,,False,2.622214022966295,Good,"Picture Books, Native American, Childrens, Horses, Cultural, Fiction, Indigenous",1,1
241585,https://www.goodreads.com/book/show/241585,4.02,1323.0,153.0,ok,552 (41%),552.0,41.0,402 (30%),402.0,30.0,254 (19%),254.0,19.0,72 (5%),72.0,5.0,43 (3%),43.0,3.0,Knots on a Counting Rope,"Martin Jr., Bill",0.44,0.38,,False,3.1215598441875008,Good,"Picture Books, Childrens, Historical Fiction, Native American, Cultural, Fiction, Family",1,1
23876153,https://www.goodreads.com/book/show/23876153,4.22,1023.0,243.0,ok,400 (39%),400.0,39.0,466 (45%),466.0,45.0,140 (13%),140.0,13.0,13 (1%),13.0,1.0,4 (<1%),,,Lailah's Lunchbox: A Ramadan Story,"Faruqi, Reem",0.39,0.39,,False,3.00987563371216,Good,"Picture Books, Childrens, Muslims, Cultural, Religion, Holiday, Realistic Fiction",1,1
41079770,https://www.goodreads.com/book/show/41079770,4.05,1370.0,271.0,ok,397 (28%),397.0,28.0,688 (50%),688.0,50.0,248 (18%),248.0,18.0,25 (1%),25.0,1.0,12 (<1%),,,The Stonewall Riots: Coming Out in the Street,"Pitman, Gayle E.",0.28,0.28,,False,3.1367205671564067,Good,"Nonfiction, LGBT, History, Middle Grade, Queer, Social Justice, Historical",3,2
711093,https://www.goodreads.com/book/show/711093,4.21,56.0,13.0,ok,24 (42%),24.0,42.0,23 (41%),23.0,41.0,7 (12%),7.0,12.0,1 (1%),1.0,1.0,1 (1%),1.0,1.0,Black Frontiers: A History of African American Heroes in the Old West,"Schlissel, Lillian",0.43,0.41,,False,1.7481880270062005,Low Ratings,"Nonfiction, History, Historical, African American, Biography",1,1
1261770,https://www.goodreads.com/book/show/1261770,3.91,194.0,72.0,ok,51 (26%),51.0,26.0,85 (43%),85.0,43.0,48 (24%),48.0,24.0,10 (5%),10.0,5.0,0 (0%),0.0,0.0,Virgie Goes to School with Us Boys,"Howard, Elizabeth Fitzgerald",0.26,0.26,,False,2.287801729930226,Good,"Picture Books, Historical Fiction, African American, Childrens, 2nd Grade, Cultural, Historical",1,1
272412,https://www.goodreads.com/book/show/272412,4.31,840.0,187.0,ok,399 (47%),399.0,47.0,320 (38%),320.0,38.0,107 (12%),107.0,12.0,11 (1%),11.0,1.0,3 (<1%),,,A Sweet Smell of Roses,"Johnson, Angela",0.47,0.47,,False,2.9242792860618816,Good,"Picture Books, Historical Fiction, Childrens, African American, Cultural, Historical, Social Justice",1,1
23230,https://www.goodreads.com/book/show/23230,3.38,16825.0,1464.0,ok,"3,240 (19%)",3240.0,19.0,"4,491 (26%)",4491.0,26.0,"5,607 (33%)",5607.0,33.0,"2,449 (14%)",2449.0,14.0,"1,038 (6%)",1038.0,6.0,Naomi and Ely's No Kiss List,"Cohn, Rachel",0.25,0.13,,False,4.2259550728960145,Good,"Young Adult, Romance, Contemporary, LGBT, Fiction, Realistic Fiction, Queer",7,2
22749754,https://www.goodreads.com/book/show/22749754,3.32,1509.0,313.0,ok,228 (15%),228.0,15.0,400 (26%),400.0,26.0,564 (37%),564.0,37.0,254 (16%),254.0,16.0,63 (4%),63.0,4.0,You and Me and Him,"Dinnison, Kris",0.19,0.11,,False,3.17868923977559,Good,"Young Adult, LGBT, Contemporary, Romance, Realistic Fiction, High School, Young Adult Contemporary",2,2
1456706,https://www.goodreads.com/book/show/1456706,3.61,71.0,20.0,ok,17 (23%),17.0,23.0,20 (28%),20.0,28.0,25 (35%),25.0,35.0,7 (9%),7.0,9.0,2 (2%),2.0,2.0,Eagle Feather,"Bulla, Clyde Robert",0.25,0.21,,False,1.8512583487190752,Low Ratings,"Fiction, Historical Fiction, American History, Childrens",1,1
52707228,https://www.goodreads.com/book/show/52707228,3.72,237689.0,10030.0,ok,"78,647 (33%)",78647.0,33.0,"66,244 (27%)",66244.0,27.0,"54,971 (23%)",54971.0,23.0,"23,415 (9%)",23415.0,9.0,"14,412 (6%)",14412.0,6.0,After We Collided (After Series),"Todd, Anna",0.39,0.27,,False,5.376009083495778,Good,"Romance, New Adult, Young Adult, Contemporary, Fiction, College, Contemporary Romance",1,1
8822290,https://www.goodreads.com/book/show/8822290,4.03,491.0,146.0,ok,174 (35%),174.0,35.0,184 (37%),184.0,37.0,110 (22%),110.0,22.0,18 (3%),18.0,3.0,5 (1%),5.0,1.0,The Great Migration: Journey to the North,"Greenfield, Eloise",0.36,0.34,,False,2.6910814921229687,Good,"Poetry, Picture Books, Nonfiction, History, Cultural, African American, Childrens",1,1
