goodreads_id,goodreads_url,avg_rating,rating_count,review_count,scrape_status,dist_5_star_raw,count_5_star,pct_5_star,dist_4_star_raw,count_4_star,pct_4_star,dist_3_star_raw,count_3_star,pct_3_star,dist_2_star_raw,count_2_star,pct_2_star,dist_1_star_raw,count_1_star,pct_1_star,book_title,author,polarization,rating_skew,http_status,is_study_guide,log_rating_count,data_quality,pen_genre,total_ban_instances,states_banned_in
9976008,https://www.goodreads.com/book/show/9976008,4.44,1206.0,73.0,ok,729 (60%),729.0,60.0,327 (27%),327.0,27.0,113 (9%),113.0,9.0,26 (2%),26.0,2.0,11 (<1%),,,Sloppy Firsts (Jessica Darling Series),"McCafferty, Megan",0.6,0.6,,False,3.0813473078041325,Good,"Young Adult, Romance, Fiction, Chick Lit, Contemporary, Realistic Fiction, Teen",4,1
16029144,https://www.goodreads.com/book/show/16029144,4.71,10437.0,476.0,ok,"8,200 (78%)",8200.0,78.0,"1,639 (15%)",1639.0,15.0,434 (4%),434.0,4.0,98 (<1%),,,66 (<1%),,,Outlander (Outlander Series),"Gabaldon, Diana",0.78,0.78,,False,4.018575683467251,Good,"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance",1,1
42837514,https://www.goodreads.com/book/show/42837514,4.27,78681.0,11212.0,ok,"40,559 (51%)",40559.0,51.0,"25,532 (32%)",25532.0,32.0,"8,269 (10%)",8269.0,10.0,"1,866 (2%)",1866.0,2.0,"2,455 (3%)",2455.0,3.0,Gender Queer: A Memoir,"Kobabe, Maia",0.54,0.48,,False,4.8958698709692365,Good,"Graphic Novels, LGBT, Memoir, Nonfiction, Queer, Comics, Banned Books",94,26
29844228,https://www.goodreads.com/book/show/29844228,3.84,1026434.0,58376.0,ok,"356,250 (34%)",356250.0,34.0,"316,338 (30%)",316338.0,30.0,"226,163 (22%)",226163.0,22.0,"84,968 (8%)",84968.0,8.0,"42,715 (4%)",42715.0,4.0,Thirteen Reasons Why,"Asher, Jay",0.38,0.3,,False,6.011331029344877,Good,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mystery, Mental Health, Teen",126,16
69438589,https://www.goodreads.com/book/show/69438589,3.63,15514.0,2720.0,ok,"3,038 (19%)",3038.0,19.0,"5,828 (37%)",5828.0,37.0,"4,852 (31%)",4852.0,31.0,"1,391 (8%)",1391.0,8.0,405 (2%),405.0,2.0,The Truth About Alice: A Novel,"Mathieu, Jennifer",0.21,0.17,,False,4.190723787108166,Good,"Young Adult, Contemporary, Fiction, Realistic Fiction, Romance, High School, Banned Books",41,10
99561,https://www.goodreads.com/book/show/99561,3.96,1753277.0,82969.0,ok,"659,319 (37%)",659319.0,37.0,"564,377 (32%)",564377.0,32.0,"369,324 (21%)",369324.0,21.0,"116,763 (6%)",116763.0,6.0,"43,494 (2%)",43494.0,2.0,Looking for Alaska,"Green, John",0.39,0.35,,False,6.2438505356419585,Good,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Coming Of Age, Teen",147,22
25256386,https://www.goodreads.com/book/show/25256386,4.14,8742.0,1686.0,ok,"3,670 (41%)",3670.0,41.0,"3,352 (38%)",3352.0,38.0,"1,199 (13%)",1199.0,13.0,338 (3%),338.0,3.0,183 (2%),183.0,2.0,Out of Darkness,"Perez, Ashley Hope",0.43,0.39,,False,3.9416108021536336,Good,"Historical Fiction, Young Adult, Banned Books, Fiction, Historical, Romance, Audiobook",98,21
29010395,https://www.goodreads.com/book/show/29010395,4.0,83685.0,10689.0,ok,"27,526 (32%)",27526.0,32.0,"34,492 (41%)",34492.0,41.0,"17,090 (20%)",17090.0,20.0,"3,564 (4%)",3564.0,4.0,"1,013 (1%)",1013.0,1.0,I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",0.33,0.31,,False,4.9226476204660505,Good,"Young Adult, Fiction, Contemporary, Realistic Fiction, Audiobook, Mental Health, Coming Of Age",67,13
23513349,https://www.goodreads.com/book/show/23513349,3.95,812074.0,49656.0,ok,"350,286 (43%)",350286.0,43.0,"217,560 (26%)",217560.0,26.0,"141,688 (17%)",141688.0,17.0,"62,425 (7%)",62425.0,7.0,"40,115 (4%)",40115.0,4.0,Milk and Honey,"Kaur, Rupi",0.47,0.39,,False,5.909595605998987,Good,"Feminism, Nonfiction, Poetry, Contemporary, Adult, Romance, Mental Health",60,15
98024,https://www.goodreads.com/book/show/98024,3.83,960.0,97.0,ok,315 (32%),315.0,32.0,303 (31%),303.0,31.0,234 (24%),234.0,24.0,81 (8%),81.0,8.0,27 (2%),27.0,2.0,Life is Funny,"Frank, ER",0.34,0.3,,False,2.9822712330395684,Good,"Young Adult, Banned Books, Realistic Fiction, Short Stories, Fiction, Contemporary, Teen",31,7
11337,https://www.goodreads.com/book/show/11337,4.13,303301.0,23831.0,ok,"124,913 (41%)",124913.0,41.0,"113,945 (37%)",113945.0,37.0,"48,693 (16%)",48693.0,16.0,"11,325 (3%)",11325.0,3.0,"4,425 (1%)",4425.0,1.0,The Bluest Eye,"Morrison, Toni",0.42,0.4,,False,5.4818738422057045,Good,"Fiction, Classics, Historical Fiction, Banned Books, Race, African American, Literary Fiction",116,24
44280883,https://www.goodreads.com/book/show/44280883,4.18,47375.0,7486.0,ok,"18,941 (39%)",18941.0,39.0,"20,067 (42%)",20067.0,42.0,"6,892 (14%)",6892.0,14.0,"1,134 (2%)",1134.0,2.0,341 (<1%),,,All Boys Aren't Blue,"Johnson, George M.",0.39,0.39,,False,4.675549222976128,Good,"Nonfiction, Memoir, LGBT, Audiobook, Queer, Banned Books, Biography",100,21
693208,https://www.goodreads.com/book/show/693208,4.05,285387.0,29085.0,ok,"110,463 (38%)",110463.0,38.0,"106,800 (37%)",106800.0,37.0,"48,005 (16%)",48005.0,16.0,"13,557 (4%)",13557.0,4.0,"6,562 (2%)",6562.0,2.0,The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",0.4,0.36,,False,5.455434186168773,Good,"Young Adult, Fiction, Contemporary, Realistic Fiction, Humor, Banned Books, Native American",99,18
3695892,https://www.goodreads.com/book/show/3695892,3.82,83.0,33.0,ok,22 (26%),22.0,26.0,29 (34%),29.0,34.0,27 (32%),27.0,32.0,5 (6%),5.0,6.0,0 (0%),0.0,0.0,Home at Last,"Elya, Susan Middleton",0.26,0.26,,False,1.919078092376074,Low Ratings,Juvenile Fiction,1,1
22095553,https://www.goodreads.com/book/show/22095553,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,The Kite Runner,"Hosseini, Khaled",0.0,0.0,,False,0.0,Very Low Ratings,"Fiction, Historical Fiction, Contemporary, Novels, Historical, School, Literature",115,19
201334740,https://www.goodreads.com/book/show/201334740,5.0,,0.0,ok,1 (100%),1.0,100.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,Celebrate Your Body 2: The Ultimate Puberty Book for Preteen and Teen Girls,"Leff, Carrie",1.0,1.0,,False,,Good,Young Adult Nonfiction,1,1
25566675,https://www.goodreads.com/book/show/25566675,4.08,27144.0,3339.0,ok,"11,021 (40%)",11021.0,40.0,"10,205 (37%)",10205.0,37.0,"3,767 (13%)",3767.0,13.0,"1,240 (4%)",1240.0,4.0,911 (3%),911.0,3.0,Piecing Me Together,"Watson, Renée",0.43,0.37,,False,4.4336738466370615,Good,"Young Adult, Fiction, Contemporary, Realistic Fiction, Middle Grade, African American, Race",1,1
29569260,https://www.goodreads.com/book/show/29569260,3.67,2412.0,494.0,ok,453 (18%),453.0,18.0,948 (39%),948.0,39.0,789 (32%),789.0,32.0,196 (8%),196.0,8.0,26 (1%),26.0,1.0,Duels and Deception,"Anstey, Cindy",0.19,0.17,,False,3.3823773034681137,Good,"Historical Fiction, Romance, Young Adult, Historical, Mystery, Regency, Historical Romance",1,1
7600924,https://www.goodreads.com/book/show/7600924,3.95,76183.0,12469.0,ok,"30,883 (40%)",30883.0,40.0,"23,046 (30%)",23046.0,30.0,"13,438 (17%)",13438.0,17.0,"5,508 (7%)",5508.0,7.0,"3,308 (4%)",3308.0,4.0,Forbidden,"Suzuma, Tabitha",0.44,0.36,,False,4.881858070685026,Good,"Romance, Young Adult, Contemporary, Fiction, Dark, Realistic Fiction, New Adult",11,2
18615267,https://www.goodreads.com/book/show/18615267,4.17,1752.0,577.0,ok,769 (43%),769.0,43.0,631 (36%),631.0,36.0,275 (15%),275.0,15.0,40 (2%),40.0,2.0,37 (2%),37.0,2.0,This Day in June,"Pitman, Gayle E.",0.45,0.41,,False,3.243534101832062,Good,"Picture Books, LGBT, Childrens, Banned Books, Nonfiction, Queer, History",9,3
37743,https://www.goodreads.com/book/show/37743,3.62,67720.0,5412.0,ok,"16,705 (24%)",16705.0,24.0,"21,233 (31%)",21233.0,31.0,"19,964 (29%)",19964.0,29.0,"7,143 (10%)",7143.0,10.0,"2,675 (3%)",2675.0,3.0,Forever...,"Blume, Judy",0.27,0.21,,False,4.830716949436898,Good,"Young Adult, Romance, Fiction, Contemporary, Banned Books, Teen, Classics",71,13
931906,https://www.goodreads.com/book/show/931906,4.37,2437.0,299.0,ok,"1,388 (56%)",1388.0,56.0,660 (27%),660.0,27.0,315 (12%),315.0,12.0,58 (2%),58.0,2.0,16 (<1%),,,Everywhere Babies,"Meyers, Susan",0.56,0.56,,False,3.386855529184724,Good,"Picture Books, Childrens, Banned Books, Family, Fiction, LGBT, Kids",4,1
58651625,https://www.goodreads.com/book/show/58651625,4.45,1015601.0,79693.0,ok,"602,927 (59%)",602927.0,59.0,"301,090 (29%)",301090.0,29.0,"86,328 (8%)",86328.0,8.0,"16,728 (1%)",16728.0,1.0,"8,528 (<1%)",,,The Hate U Give,"Thomas, Angie",0.59,0.59,,False,6.006723119825028,Good,"Young Adult, Fiction, Contemporary, Audiobook, Realistic Fiction, Race, Social Justice",85,18
38897636,https://www.goodreads.com/book/show/38897636,3.9,7956.0,1685.0,ok,"2,133 (26%)",2133.0,26.0,"3,476 (43%)",3476.0,43.0,"1,877 (23%)",1877.0,23.0,381 (4%),381.0,4.0,89 (1%),89.0,1.0,Full Disclosure,"Garrett, Camryn",0.27,0.25,,False,3.900694774452398,Good,"Young Adult, Contemporary, LGBT, Romance, Fiction, Queer, Audiobook",10,4
37489841,https://www.goodreads.com/book/show/37489841,3.86,36632.0,4551.0,ok,"12,284 (33%)",12284.0,33.0,"12,275 (33%)",12275.0,33.0,"7,975 (21%)",7975.0,21.0,"2,688 (7%)",2688.0,7.0,"1,410 (3%)",1410.0,3.0,Touching Spirit Bear (Spirit Bear Series),"Mikaelsen, Ben",0.36,0.3,,False,4.563860630519641,Good,"Young Adult, Fiction, Realistic Fiction, Adventure, School, Middle Grade, Survival",1,1
43822305,https://www.goodreads.com/book/show/43822305,4.32,458.0,116.0,ok,232 (50%),232.0,50.0,161 (35%),161.0,35.0,50 (10%),50.0,10.0,11 (2%),11.0,2.0,4 (<1%),,,"Wait, What?: A Comic Book Guide to Relationships, Bodies, and Growing Up","Corinna, Heather",0.5,0.5,,False,2.660865478003869,Good,Grapic novels,4,2
6149,https://www.goodreads.com/book/show/6149,3.98,492822.0,27596.0,ok,"193,685 (39%)",193685.0,39.0,"160,488 (32%)",160488.0,32.0,"90,403 (18%)",90403.0,18.0,"31,659 (6%)",31659.0,6.0,"16,587 (3%)",16587.0,3.0,Beloved,"Morrison, Toni",0.42,0.36,,False,5.692690086870124,Good,"Fiction, Classics, Historical Fiction, Magical Realism, Historical, Literature, School",77,11
29739044,https://www.goodreads.com/book/show/29739044,4.33,1967.0,368.0,ok,"1,018 (51%)",1018.0,51.0,683 (34%),683.0,34.0,206 (10%),206.0,10.0,26 (1%),26.0,1.0,34 (1%),34.0,1.0,Pride: The Story of Harvey Milk and the Rainbow Flag,"Sanders, Rob",0.52,0.5,,False,3.2938043599193367,Good,"Picture Books, LGBT, Nonfiction, Biography, History, Childrens, Banned Books",8,7
242256665,https://www.goodreads.com/book/show/242256665,0.0,0.0,0.0,ok,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,Unravel Me (Shatter Me Series),"Mafi, Tahereh",0.0,0.0,,False,0.0,Very Low Ratings,"Fantasy, Dystopia, Young Adult, Romance, Science Fiction, Fiction, Enemies To Lovers",1,1
35890044,https://www.goodreads.com/book/show/35890044,4.21,16249.0,2568.0,ok,"6,755 (41%)",6755.0,41.0,"6,733 (41%)",6733.0,41.0,"2,298 (14%)",2298.0,14.0,377 (2%),377.0,2.0,86 (<1%),,,The Benefits of Being an Octopus,"Braden, Ann",0.41,0.41,,False,4.210826638678256,Good,Juvenile Fiction,2,2
59807886,https://www.goodreads.com/book/show/59807886,4.4,10.0,2.0,ok,5 (50%),5.0,50.0,4 (40%),4.0,40.0,1 (10%),1.0,10.0,0 (0%),0.0,0.0,0 (0%),0.0,0.0,No One Knows About You,"Montoya, Paco",0.5,0.5,,False,1.0,Low Ratings,"Self-Help, Biography & Autobiography, Indian artists",1,1
14866,https://www.goodreads.com/book/show/14866,4.18,423466.0,23256.0,ok,"180,839 (42%)",180839.0,42.0,"158,451 (37%)",158451.0,37.0,"66,783 (15%)",66783.0,15.0,"13,189 (3%)",13189.0,3.0,"4,204 (<1%)",,,Nineteen Minutes,"Picoult, Jodi",0.42,0.42,,False,5.6268185466498455,Good,"Contemporary fiction, legal thriller, psychological drama",142,19
12700353,https://www.goodreads.com/book/show/12700353,3.51,148797.0,16031.0,ok,"30,879 (20%)",30879.0,20.0,"47,782 (32%)",47782.0,32.0,"44,016 (29%)",44016.0,29.0,"18,112 (12%)",18112.0,12.0,"8,008 (5%)",8008.0,5.0,Me and Earl and the Dying Girl,"Andrews, Jesse",0.25,0.15,,False,5.172594175184458,Good,"Young Adult, Contemporary, Fiction, Humor, Realistic Fiction, Banned Books, Coming Of Age",87,15
41021622,https://www.goodreads.com/book/show/41021622,3.68,12454.0,996.0,ok,"2,642 (21%)",2642.0,21.0,"4,659 (37%)",4659.0,37.0,"3,903 (31%)",3903.0,31.0,988 (7%),988.0,7.0,262 (2%),262.0,2.0,Dreaming in Cuban,"García, Cristina",0.23,0.19,,False,4.095308861385381,Good,"Fiction, Historical Fiction, Magical Realism, Contemporary, School, Banned Books, Novels",11,7
35046241,https://www.goodreads.com/book/show/35046241,4.13,3226.0,587.0,ok,"1,168 (36%)",1168.0,36.0,"1,414 (43%)",1414.0,43.0,564 (17%),564.0,17.0,60 (1%),60.0,1.0,20 (<1%),,,"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",0.36,0.36,,False,3.508664363052943,Good,Young Adult Nonfiction,10,6
65084657,https://www.goodreads.com/book/show/65084657,4.27,41550.0,2213.0,ok,"21,667 (52%)",21667.0,52.0,"11,868 (28%)",11868.0,28.0,"6,105 (14%)",6105.0,14.0,"1,356 (3%)",1356.0,3.0,554 (1%),554.0,1.0,Tricks (Tricks Series),"Hopkins, Ellen",0.53,0.51,,False,4.6185710281201295,Good,"Young Adult, Poetry, Fiction, Contemporary, Banned Books, Realistic Fiction, LGBT",8,2
44130829,https://www.goodreads.com/book/show/44130829,4.19,344.0,86.0,ok,153 (44%),153.0,44.0,131 (38%),131.0,38.0,43 (12%),43.0,12.0,8 (2%),8.0,2.0,9 (2%),9.0,2.0,"Trans+: Love, Sex, Romance, and Being You","Gonzales, Kathryn",0.46,0.42,,False,2.53655844257153,Good,Young Adult Nonfiction,7,5
120654,https://www.goodreads.com/book/show/120654,4.34,2724.0,373.0,ok,"1,495 (54%)",1495.0,54.0,792 (29%),792.0,29.0,346 (12%),346.0,12.0,56 (2%),56.0,2.0,35 (1%),35.0,1.0,The Family Book,"Parr, Todd",0.55,0.53,,False,3.4352071032407476,Good,"Picture Books, Family, Childrens, Banned Books, LGBT, Storytime, Adoption",13,4
18763344,https://www.goodreads.com/book/show/18763344,4.12,3391.0,789.0,ok,"1,451 (42%)",1451.0,42.0,"1,182 (34%)",1182.0,34.0,574 (16%),574.0,16.0,91 (2%),91.0,2.0,93 (2%),93.0,2.0,I am Jazz,"Jennings, Jazz",0.44,0.4,,False,3.5303277897780863,Good,"Picture Books, LGBT, Banned Books, Childrens, Nonfiction, Biography, Gender",6,2
26135825,https://www.goodreads.com/book/show/26135825,4.07,203054.0,15203.0,ok,"84,811 (41%)",84811.0,41.0,"69,715 (34%)",69715.0,34.0,"32,884 (16%)",32884.0,16.0,"9,745 (4%)",9745.0,4.0,"5,899 (2%)",5899.0,2.0,Fun Home: A Family Tragicomic,"Bechdel, Alison",0.43,0.39,,False,5.307611549161279,Good,"Graphic Novels, Memoir, Comics, Nonfiction, LGBT, Queer, Biography",31,13
4588,https://www.goodreads.com/book/show/4588,3.97,435761.0,27095.0,ok,"162,064 (37%)",162064.0,37.0,"150,868 (34%)",150868.0,34.0,"83,991 (19%)",83991.0,19.0,"27,267 (6%)",27267.0,6.0,"11,571 (2%)",11571.0,2.0,Extremely Loud & Incredibly Close,"Foer, Jonathan Safran",0.39,0.35,,False,5.639248358900801,Good,"Literary fiction, post-9/11 fiction",21,7
31207017,https://www.goodreads.com/book/show/31207017,3.74,14189.0,2641.0,ok,"3,227 (22%)",3227.0,22.0,"5,691 (40%)",5691.0,40.0,"3,951 (27%)",3951.0,27.0,986 (6%),986.0,6.0,334 (2%),334.0,2.0,"Love, Hate & Other Filters","Ahmed, Samira",0.24,0.2,,False,4.151951788707265,Good,Young Adult Fiction,2,2
32181998,https://www.goodreads.com/book/show/32181998,4.07,2994.0,451.0,ok,"1,002 (33%)",1002.0,33.0,"1,303 (43%)",1303.0,43.0,590 (19%),590.0,19.0,83 (2%),83.0,2.0,16 (<1%),,,Doing It!: Let's Talk About Sex,"Witton, Hannah",0.33,0.33,,False,3.4762517960070336,Good,"Nonfiction, Feminism, Sexuality, Audiobook, LGBT, Self Help, Mental Health",13,6
22074335,https://www.goodreads.com/book/show/22074335,3.76,12877.0,2088.0,ok,"3,502 (27%)",3502.0,27.0,"4,499 (34%)",4499.0,34.0,"3,526 (27%)",3526.0,27.0,"1,012 (7%)",1012.0,7.0,338 (2%),338.0,2.0,This Book Is Gay,"Dawson, Juno",0.29,0.25,,False,4.109814695694399,Good,"Nonfiction, LGBT, Banned Books, Queer, Gay, Self Help, Humor",47,18
26095121,https://www.goodreads.com/book/show/26095121,3.41,6347.0,1134.0,ok,"1,078 (16%)",1078.0,16.0,"1,965 (30%)",1965.0,30.0,"2,100 (33%)",2100.0,33.0,866 (13%),866.0,13.0,338 (5%),338.0,5.0,The Haters,"Andrews, Jesse",0.21,0.11,,False,3.8025684983139563,Good,"Young Adult, Contemporary, Fiction, Music, Realistic Fiction, Humor, Young Adult Contemporary",61,13
563325,https://www.goodreads.com/book/show/563325,3.95,3686.0,152.0,ok,"1,470 (39%)",1470.0,39.0,"1,006 (27%)",1006.0,27.0,870 (23%),870.0,23.0,254 (6%),254.0,6.0,86 (2%),86.0,2.0,grl2grl,"Peters, Julie Anne",0.41,0.37,,False,3.566555330883055,Good,"LGBT, Young Adult, Short Stories, Queer, Fiction, Lesbian, Romance",11,7
52751434,https://www.goodreads.com/book/show/52751434,4.31,13068.0,2380.0,ok,"6,297 (48%)",6297.0,48.0,"4,985 (38%)",4985.0,38.0,"1,452 (11%)",1452.0,11.0,232 (1%),232.0,1.0,102 (<1%),,,Flamer,"Curato, Mike",0.48,0.48,,False,4.1162091258034,Good,"Graphic Novels, LGBT, Young Adult, Banned Books, Queer, Fiction, Comics",62,17
26716112,https://www.goodreads.com/book/show/26716112,4.01,71.0,22.0,ok,31 (43%),31.0,43.0,21 (29%),21.0,29.0,12 (16%),12.0,16.0,3 (4%),3.0,4.0,4 (5%),4.0,5.0,A Peacock Among Pigeons,"Curry, Tyler",0.48,0.38,,False,1.8512583487190752,Low Ratings,"Picture Books, LGBT, Childrens, Realistic Fiction",1,1
134726182,https://www.goodreads.com/book/show/134726182,3.67,2874043.0,87032.0,ok,"1,113,443 (38%)",1113443.0,38.0,"608,121 (21%)",608121.0,21.0,"543,739 (18%)",543739.0,18.0,"297,822 (10%)",297822.0,10.0,"310,918 (10%)",310918.0,10.0,Fifty Shades of Grey (Fifty Shades Series),"James, E. L.",0.48,0.28,,False,6.458493261544561,Good,"Fiction, Erotica, BDSM, Adult, Contemporary, Contemporary Romance, Chick Lit",1,1
39319227,https://www.goodreads.com/book/show/39319227,4.64,17857.0,2461.0,ok,"13,529 (75%)",13529.0,75.0,"2,953 (16%)",2953.0,16.0,889 (4%),889.0,4.0,243 (1%),243.0,1.0,243 (1%),243.0,1.0,A Day in the Life of Marlon Bundo,"Twiss, Jill",0.76,0.74,,False,4.2518084986240465,Good,"Picture Books, Childrens, LGBT, Fiction, Humor, Animals, Politics",4,2
16190396,https://www.goodreads.com/book/show/16190396,4.05,122.0,29.0,ok,46 (37%),46.0,37.0,47 (38%),47.0,38.0,20 (16%),20.0,16.0,7 (5%),7.0,5.0,2 (1%),2.0,1.0,The Purim Superhero,"Kushner, Elisabeth",0.38,0.36,,False,2.0863598306747484,Good,"Picture Books, Jewish, Childrens, LGBT, Holiday, Family, Judaism",2,1
73940067,https://www.goodreads.com/book/show/73940067,3.89,224842.0,13843.0,ok,"81,530 (36%)",81530.0,36.0,"70,056 (31%)",70056.0,31.0,"47,872 (21%)",47872.0,21.0,"16,768 (7%)",16768.0,7.0,"8,616 (3%)",8616.0,3.0,Beautiful Bastard (Beautiful Bastard Series),"Lauren, Christina",0.39,0.33,,False,5.351877439746237,Good,Fiction,1,1
25657130,https://www.goodreads.com/book/show/25657130,4.29,50264.0,7785.0,ok,"24,106 (47%)",24106.0,47.0,"18,490 (36%)",18490.0,36.0,"6,036 (12%)",6036.0,12.0,"1,171 (2%)",1171.0,2.0,461 (<1%),,,All American Boys,"Reynolds, Jason",0.47,0.47,,False,4.701257046707883,Good,"Young Adult, Fiction, Realistic Fiction, Contemporary, Banned Books, Audiobook, Social Justice",27,11
24612118,https://www.goodreads.com/book/show/24612118,3.59,148399.0,16900.0,ok,"32,701 (22%)",32701.0,22.0,"51,949 (35%)",51949.0,35.0,"40,271 (27%)",40271.0,27.0,"16,512 (11%)",16512.0,11.0,"6,966 (4%)",6966.0,4.0,Fates and Furies,"Groff, Lauren",0.26,0.18,,False,5.171430974420467,Good,"Fiction, Contemporary, Literary Fiction, Audiobook, Romance, Adult Fiction, Adult",2,1
28587986,https://www.goodreads.com/book/show/28587986,3.87,5641.0,918.0,ok,"1,527 (27%)",1527.0,27.0,"2,280 (40%)",2280.0,40.0,"1,478 (26%)",1478.0,26.0,281 (4%),281.0,4.0,75 (1%),75.0,1.0,Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",0.28,0.26,,False,3.7513560997253936,Good,"Nonfiction, LGBT, Memoir, Audiobook, Biography, Queer, Biography Memoir",18,7
150418259,https://www.goodreads.com/book/show/150418259,4.18,162114.0,8059.0,ok,"80,660 (49%)",80660.0,49.0,"44,619 (27%)",44619.0,27.0,"26,014 (16%)",26014.0,16.0,"7,107 (4%)",7107.0,4.0,"3,714 (2%)",3714.0,2.0,Drama: A Graphic Novel,"Telgemeier, Raina",0.51,0.47,,False,5.209820521697389,Good,Juvenile Fiction,57,9
9777,https://www.goodreads.com/book/show/9777,3.96,327040.0,22812.0,ok,"121,954 (37%)",121954.0,37.0,"110,485 (33%)",110485.0,33.0,"63,699 (19%)",63699.0,19.0,"21,292 (6%)",21292.0,6.0,"9,610 (2%)",9610.0,2.0,The God of Small Things,"Roy, Arundhati",0.39,0.35,,False,5.5146008741186,Good,"Fiction, India, Historical Fiction, Classics, Literary Fiction, Contemporary, Indian Literature",10,2
19412853,https://www.goodreads.com/book/show/19412853,3.11,9.0,0.0,ok,1 (11%),1.0,11.0,2 (22%),2.0,22.0,4 (44%),4.0,44.0,1 (11%),1.0,11.0,1 (11%),1.0,11.0,The Handmaid's Tale,"Atwood, Margaret",0.22,0.0,,False,0.9542425094393249,Very Low Ratings,"Fiction, Classics, Dystopia, Science Fiction, Feminism, Fantasy, Adult",106,19
35238085,https://www.goodreads.com/book/show/35238085,4.17,9141.0,1597.0,ok,"3,683 (40%)",3683.0,40.0,"3,791 (41%)",3791.0,41.0,"1,289 (14%)",1289.0,14.0,253 (2%),253.0,2.0,125 (1%),125.0,1.0,The Parker Inheritance,"Johnson, Varian",0.41,0.39,,False,3.960993708942336,Good,"Mystery, Middle Grade, Historical Fiction, Realistic Fiction, Fiction, Audiobook, Historical",6,4
25256386,https://www.goodreads.com/book/show/25256386,4.14,8742.0,1686.0,ok,"3,670 (41%)",3670.0,41.0,"3,352 (38%)",3352.0,38.0,"1,199 (13%)",1199.0,13.0,338 (3%),338.0,3.0,183 (2%),183.0,2.0,Out of Darkness,"Pérez, Ashley Hope",0.43,0.39,,False,3.9416108021536336,Good,"Historical Fiction, Young Adult, Banned Books, Fiction, Historical, Romance, Audiobook",98,21
48589165,https://www.goodreads.com/book/show/48589165,4.46,5628.0,919.0,ok,"3,304 (58%)",3304.0,58.0,"1,746 (31%)",1746.0,31.0,467 (8%),467.0,8.0,73 (1%),73.0,1.0,38 (<1%),,,The Black Friend: On Being a Better White Person,"Joseph, Frederick",0.58,0.58,,False,3.750354088762708,Good,"Nonfiction, Race, Social Justice, Memoir, Anti Racist, African American, Biography",11,5
216498257,https://www.goodreads.com/book/show/216498257,4.13,384767.0,49310.0,ok,"152,793 (39%)",152793.0,39.0,"148,541 (38%)",148541.0,38.0,"66,791 (17%)",66791.0,17.0,"13,622 (3%)",13622.0,3.0,"3,020 (<1%)",,,Caraval (Caraval Series),"Garber, Stephanie",0.39,0.39,,False,5.585197817179513,Good,"Juvenile Fiction, Young Adult Fiction, Fiction",1,1
244700839,https://www.goodreads.com/book/show/244700839,4.56,254.0,27.0,ok,163 (64%),163.0,64.0,73 (28%),73.0,28.0,15 (5%),15.0,5.0,2 (<1%),,,1 (<1%),,,A Court of Mist and Fury (A Court of Thorns and Roses Series),"Maas, Sarah J.",0.64,0.64,,False,2.404833716619938,Good,"Fantasy, Romance, Young Adult, Romantasy, Fiction, New Adult, Fae",7,4
15745753,https://www.goodreads.com/book/show/15745753,3.92,1262215.0,81545.0,ok,"465,162 (36%)",465162.0,36.0,"409,345 (32%)",409345.0,32.0,"256,618 (20%)",256618.0,20.0,"87,275 (6%)",87275.0,6.0,"43,815 (3%)",43815.0,3.0,Eleanor & Park,"Rowell, Rainbow",0.39,0.33,,False,6.1011333369689424,Good,"Young adult fiction, romance",17,10
40766383,https://www.goodreads.com/book/show/40766383,4.22,28500.0,3680.0,ok,"12,267 (43%)",12267.0,43.0,"11,652 (40%)",11652.0,40.0,"3,588 (12%)",3588.0,12.0,684 (2%),684.0,2.0,309 (1%),309.0,1.0,The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",0.44,0.42,,False,4.45484486000851,Good,"Graphic Novels, Dystopia, Fiction, Comics, Feminism, Science Fiction, Classics",51,13
4466383,https://www.goodreads.com/book/show/4466383,4.24,920.0,165.0,ok,442 (48%),442.0,48.0,321 (34%),321.0,34.0,118 (12%),118.0,12.0,16 (1%),16.0,1.0,23 (2%),23.0,2.0,"Mommy, Mama, and Me","Newman, Lesléa",0.5,0.46,,False,2.963787827345555,Good,"Juvenile Fiction, Brothers and sisters",1,1
