book_title,author,goodreads_id,goodreads_url,found,match_score,matched_title,matched_author,reason
"47,000 Beads","Adeyoha, Koja",36536841,https://www.goodreads.com/book/show/36536841-47-000-beads?from_search=true&from_srp=true&qid=AC5zc73cnh&rank=1,True,0.9375,"47,000 Beads",Koja Adeyoha,ok
25 Women Who Ruled,"Stanborough, Rebecca J.",,,False,,,,no_candidates
Pushout: The Criminalization of Black Girls in Schools,"Morris, Monique W.",25159334,https://www.goodreads.com/book/show/25159334-pushout?from_search=true&from_srp=true&qid=QBRlpzJbue&rank=1,True,0.9344,Pushout: The Criminalization of Black Girls in Schools,Monique W. Morris,ok
Before John Was a Jazz Giant: A Song of John Coltrane,"Weatherford, Carole Boston",2361807,https://www.goodreads.com/book/show/2361807.Before_John_Was_a_Jazz_Giant?from_search=true&from_srp=true&qid=ejUEdr89zi&rank=2,True,0.928,Before John Was a Jazz Giant: A Song of John Coltrane,Carole Boston Weatherford,ok
One Green Apple,"Bunting, Eve",352945,https://www.goodreads.com/book/show/352945.One_Green_Apple?from_search=true&from_srp=true&qid=x2295sAoN2&rank=1,True,0.9455,One Green Apple,Eve Bunting,ok
"Mission Star-Power (Jaden Toussaint, the Greatest Series)","Dumas, Marti",,,False,,,,no_candidates
All the World,"Scanlon, Liz Garton",6562659,https://www.goodreads.com/book/show/6562659-all-the-world?from_search=true&from_srp=true&qid=1grkwjTg3E&rank=1,True,0.9333,All the World,Liz Garton Scanlon,ok
Hey Black Child,"Perkins, Useni Eugene",29551278,https://www.goodreads.com/book/show/29551278-hey-black-child?from_search=true&from_srp=true&qid=RuwIstY8f1&rank=1,True,0.94,Hey Black Child,Useni Eugene Perkins,ok
Yasmin the Fashionista (Yasmin Series),"Faruqi, Saadia",,,False,,,,no_candidates
No Mirrors in My Nana's House: Musical CD and Book,"Barnwell, Ysaye M.",98409,https://www.goodreads.com/book/show/98409.No_Mirrors_in_My_Nana_s_House?from_search=true&from_srp=true&qid=XNH9yFzBST&rank=1,True,0.925,No Mirrors in My Nana's House: Musical CD and Book,Ysaye M. Barnwell,ok
Because,"Willems, Mo",38791999,https://www.goodreads.com/book/show/38791999-because?from_search=true&from_srp=true&qid=jaLS4gyO9D&rank=2,True,0.955,Because,Mo Willems,ok
"Jasmine Toguchi, Drummer Girl (Jasmine Toguchi Series)","Florence, Debbi Michiko",,,False,,,,no_candidates
Team BFF: Race to the Finish! (Girls Who Code Series),"Deutsch, Stacia",,,False,,,,no_candidates
Hands Up!,"McDaniel, Breanna J.",35927209,https://www.goodreads.com/book/show/35927209-hands-up?from_search=true&from_srp=true&qid=zpofYYYgSh&rank=1,True,0.925,Hands Up!,Breanna J. McDaniel,ok
The Power of One: Every Act of Kindness Counts,"Ludwig, Trudy",49195435,https://www.goodreads.com/book/show/49195435-the-power-of-one?from_search=true&from_srp=true&qid=USO70upV1I&rank=1,True,0.925,The Power of One: Every Act of Kindness Counts,Trudy Ludwig,ok
Yasmin the Friend (Yasmin Series),"Faruqi, Saadia",,,False,,,,no_candidates
The Art of Critical Pedagogy: Possibilities for Moving from Theory to Practice in Urban Schools,"Duncan-Andrade, Jeffrey M. R.",,,False,,,,no_candidates
King & Kayla and the Case of the Lost Tooth (King & Kayla Series),"Butler, Dori Hillestad",,,False,,,,no_candidates
Lola Loves Stories with Daddy (Lola Series),"McQuinn, Anna",,,False,,,,no_candidates
Ghost Boys,"Rhodes, Jewell Parker",34647324,https://www.goodreads.com/book/show/34647324-ghost-boys?from_search=true&from_srp=true&qid=QDrTVvTn5d&rank=1,True,0.9475,Ghost Boys,Jewell Parker Rhodes,ok
As Fast as Words Could Fly,"Tuck, Pamela M.",17066096,https://www.goodreads.com/book/show/17066096-as-fast-as-words-could-fly?from_search=true&from_srp=true&qid=aOAteW1f18&rank=1,True,0.9423,As Fast as Words Could Fly,Pamela M. Tuck,ok
My Family Adventure (Sofía Martínez Series),"Jules, Jacqueline",,,False,,,,no_candidates
Harvesting Hope: The Story of Cesar Chavez,"Krull, Kathleen",640476,https://www.goodreads.com/book/show/640476.Harvesting_Hope?from_search=true&from_srp=true&qid=yw4VzHoeMD&rank=1,True,0.9357,Harvesting Hope: The Story of Cesar Chavez,Kathleen Krull,ok
"Daddy, There's A Noise Outside","Braswell, Kenneth",28955983,https://www.goodreads.com/book/show/28955983-daddy-there-s-a-noise-outside?from_search=true&from_srp=true&qid=Fmw1IHzJYD&rank=1,True,0.925,"Daddy, There's a Noise Outside",Kenneth Braswell,ok
Michelle,"Hopkinson, Deborah",6944546,https://www.goodreads.com/book/show/6944546-michelle?from_search=true&from_srp=true&qid=xzCUDnPAOQ&rank=1,True,0.9294,Michelle,Deborah Hopkinson,ok
Who Wants I Scream? (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,,False,,,,no_candidates
Planet Omar: Unexpected Super Spy (Planet Omar Series),"Mian, Zanib",60164165,https://www.goodreads.com/book/show/60164165-planet-omar-series-3-books-collection-set-unexpected-super-spy-by-zanib?from_search=true&from_srp=true&qid=BgCVMdG7s4&rank=2,True,0.5787,Planet Omar Series 3 Books Collection Set Unexpected Super Spy By Zanib Mian,Zanib Mian,ok
Exquisite: The Poetry and Life of Gwendolyn Brooks,"Slade, Suzanne",36292215,https://www.goodreads.com/book/show/36292215-exquisite?from_search=true&from_srp=true&qid=s5sRDTPyCM&rank=1,True,0.9308,Exquisite: The Poetry and Life of Gwendolyn Brooks,Suzanne Slade,ok
Ada Byron Lovelace and the Thinking Machine,"Wallmark, Laurie",24694140,https://www.goodreads.com/book/show/24694140-ada-byron-lovelace-the-thinking-machine?from_search=true&from_srp=true&qid=Fj9LKxf8d2&rank=1,True,0.8885,Ada Byron Lovelace & the Thinking Machine,Laurie Wallmark,ok
Saturday,"Mora, Oge",43269386,https://www.goodreads.com/book/show/43269386-saturday?from_search=true&from_srp=true&qid=ZakD2M3QXz&rank=1,True,0.925,Saturday,Oge Mora,ok
Culturally Sustaining Pedagogies: Teaching and Learning for Justice in a Changing World,"Paris, Django",,,False,,,,no_candidates
Mindy Kim and the Birthday Puppy (Mindy Kim Series),"Lee, Lyla",61095638,https://www.goodreads.com/book/show/61095638-mindy-kim-and-the-birthday-puppy?from_search=true&from_srp=true&qid=ODx9zoD7ul&rank=1,True,0.925,Mindy Kim and the Birthday Puppy (The Mindy Kim Series),Lyla Lee,ok
"Reparations, Yes!: The Legal And Political Reasons Why New Afrikans, Black People In North America, Should Be Paid Now For The Enslavement Of Our Ancestors","Lumumba, Chokwe",3781145,https://www.goodreads.com/book/show/3781145-reparations-yes-the-legal-and-political-reasons-why-new-afrikans-blac?from_search=true&from_srp=true&qid=z25YmH9wlj&rank=1,True,0.925,"Reparations, Yes! The Legal and Political Reasons Why New Afrikans, Black People in North America, Should Be Paid Now for the Enslavement of Our Ancestors",Chokwe Lumumba,ok
Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,"Prager, Sarah",52696907,https://www.goodreads.com/book/show/52696907-rainbow-revolutionaries?from_search=true&from_srp=true&qid=yoKBTt6dcW&rank=1,True,0.925,Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,Sarah Prager,ok
Shopping Trip Trouble (Sofía Martínez Series),"Jules, Jacqueline",,,False,,,,no_candidates
Another,"Robinson, Christian",39992292,https://www.goodreads.com/book/show/39992292-another?from_search=true&from_srp=true&qid=236XJhTmVK&rank=1,True,0.925,Another,Christian Robinson,ok
"Ghosts Don't Ride Bikes, Do They? (Desmond Cole Ghost Patrol Series)","Miedoso, Andrés",,,False,,,,no_candidates
"Same, Same But Different","Kostecki-Shaw, Jenny Sue",10955187,https://www.goodreads.com/book/show/10955187-same-same-but-different?from_search=true&from_srp=true&qid=SQicduVWg1&rank=1,True,0.9348,"Same, Same But Different",Jenny Sue Kostecki-Shaw,ok
"Big Hair, Don't Care","Swain-Bates, Crystal",18928955,https://www.goodreads.com/book/show/18928955-big-hair-don-t-care?from_search=true&from_srp=true&qid=dv6uyQdW7V&rank=2,True,0.9368,"Big Hair, Don't Care",Crystal Swain-Bates,ok
The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,,False,,,,no_candidates
Lola Plants a Garden (Lola Series),"McQuinn, Anna",71404552,https://www.goodreads.com/book/show/71404552-lola-plants-a-garden?from_search=true&from_srp=true&qid=WOZ8hsPmGX&rank=1,True,0.9375,Lola Plants a Garden (The Lola Reads Series),Anna McQuinn,ok
Jabari Jumps (Jabari Series),"Cornwall, Gaia",,,False,,,,no_candidates
Peanut Goes for the Gold,"Van Ness, Jonathan",50362917,https://www.goodreads.com/book/show/50362917-peanut-goes-for-the-gold?from_search=true&from_srp=true&qid=inhkAJOoyI&rank=1,True,0.9206,Peanut Goes for the Gold,Jonathan Van Ness,ok
Every Day Is Exciting (Sofía Martínez Series),"Jules, Jacqueline",,,False,,,,no_candidates
A is for Activist,"Nagara, Innosanto",16065924,https://www.goodreads.com/book/show/16065924-a-is-for-activist?from_search=true&from_srp=true&qid=eI8AzLX98C&rank=1,True,0.9344,A is for Activist,Innosanto Nagara,ok
"Jasmine Toguchi, Mochi Queen (Jasmine Toguchi Series)","Florence, Debbi Michiko",,,False,,,,no_candidates
Lulu and the Duck in the Park (Lulu Series),"McKay, Hilary",30242229,https://www.goodreads.com/book/show/30242229-hilary-mckay-lulu-series-collection-6-books-set-the-duck-in-the-park?from_search=true&from_srp=true&qid=7tKQy4KoW7&rank=1,True,0.2957,"Hilary Mckay Lulu Series Collection 6 Books Set, (the Duck in the park, the dog from the sea, the cat in the Bag, the rabbit next door, the hedgehog in the rain & the hamster in the night",Hilary McKay,ok
Max and the Tag-Along Moon,"Cooper, Floyd",14849604,https://www.goodreads.com/book/show/14849604-max-and-the-tag-along-moon?from_search=true&from_srp=true&qid=ALHSSJWX1B&rank=1,True,0.925,Max and the Tag-Along Moon,Floyd Cooper,ok
Counting on Katherine: How Katherine Johnson Saved Apollo 13,"Becker, Helaine",35795914,https://www.goodreads.com/book/show/35795914-counting-on-katherine?from_search=true&from_srp=true&qid=MRJ7up1iyy&rank=1,True,0.925,Counting on Katherine: How Katherine Johnson Saved Apollo 13,Helaine Becker,ok
Faces at the Bottom of the Well: The Permanence of Racism,"Bell, Derrick",,,False,,,,network_error
Ramadan Around The World,"Hassan, Ndaa",40096653,https://www.goodreads.com/book/show/40096653-ramadan-around-the-world?from_search=true&from_srp=true&qid=e5QwRORE5h&rank=1,True,0.9318,Ramadan Around The World,Ndaa Hassan,ok
Cultivating Genius: An Equity Framework for Culturally and Historically Responsive Literacy,"Muhammad, Gholdy",51107534,https://www.goodreads.com/book/show/51107534-cultivating-genius?from_search=true&from_srp=true&qid=wCOTjG3sB4&rank=1,True,0.93,Cultivating Genius: An Equity Framework for Culturally and Historically Responsive Literacy,Gholdy Muhammad,ok
Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series),"Miedoso, Andrés",,,False,,,,no_candidates
Monster Trouble!,"Fredrickson, Lane",24612727,https://www.goodreads.com/book/show/24612727-monster-trouble?from_search=true&from_srp=true&qid=ojaLEnzVpD&rank=1,True,0.9531,Monster Trouble!,Lane Fredrickson,ok
How Many Stars in the Sky?,"Hort, Lenny",768375,https://www.goodreads.com/book/show/768375.How_Many_Stars_in_the_Sky_?from_search=true&from_srp=true&qid=d27xv2kUTJ&rank=1,True,0.4798,How Many Stars in the Sky?: A Picture Book About a Father-Son Journey for Children (Ages 4-8) (Reading Rainbow Books),Lenny Hort,ok
My Family Plays Music,"Cox, Judy",1316274,https://www.goodreads.com/book/show/1316274.My_Family_Plays_Music?from_search=true&from_srp=true&qid=nIHOdRfvrt&rank=1,True,0.925,My Family Plays Music,Judy Cox,ok
"Trivia Queen, 3rd Grade Supreme (Ruby and the Booker Boys Series)","Barnes, Derrick",,,False,,,,no_candidates
White Fragility: Why It's So Hard for White People to Talk About Racism,"DiAngelo, Robin",57390054,https://www.goodreads.com/book/show/57390054-summary?from_search=true&from_srp=true&qid=LfEoPNskyT&rank=6,True,0.7394,SUMMARY: WHITE FRAGILITY: WHY IT'S SO HARD FOR WHITE PEOPLE TO TALK ABOUT RACISM by Robin DiAngelo,Topknots Series Publishing,ok
"Culturally and Linguistically Responsive Teaching and Learning – Classroom Practices for Student Success, Grades K-12","Hollie, Sharroky",,,False,,,,no_candidates
Alma and How She Got Her Name,"Martinez-Neal, Juana",28234753,https://www.goodreads.com/book/show/28234753-alma-and-how-she-got-her-name?from_search=true&from_srp=true&qid=q5yx1y9oJT&rank=1,True,0.9526,Alma and How She Got Her Name,Juana Martinez-Neal,ok
Trombone Shorty,"Andrews, Troy",23167689,https://www.goodreads.com/book/show/23167689-trombone-shorty?from_search=true&from_srp=true&qid=GxBwRxZsVy&rank=1,True,0.9375,Trombone Shorty,Troy  Andrews,ok
Chasing Space Young Readers' Edition,"Melvin, Leland",36099680,https://www.goodreads.com/book/show/36099680-chasing-space-young-readers-edition?from_search=true&from_srp=true&qid=7z2py1mHlY&rank=1,True,0.9192,Chasing Space Young Readers' Edition,Leland Melvin,ok
WeirDo Series: WeirDo,"Do, Anh",,,False,,,,no_candidates
Rap a Tap Tap: Here's Bojangles - Think of That!,"Dillon, Leo",690508,https://www.goodreads.com/book/show/690508.Rap_A_Tap_Tap_Here_s_Bojangles_Think_of_That_?from_search=true&from_srp=true&qid=dqGA9Sx3L7&rank=2,True,0.94,"Rap A Tap Tap, Here's Bojangles - Think of That!",Leo Dillon,ok
African American Cowboys: True Heroes Of The Old West,"Fuerst, Jeffrey B.",126278538,https://www.goodreads.com/book/show/126278538-book-treks-african-american-cowboys?from_search=true&from_srp=true&qid=kKVvphLWPY&rank=1,True,0.6983,BOOK TREKS AFRICAN AMERICAN COWBOYS: TRUE HEROES OF THE OLD WEST LEVEL 4 by CELEBRATION PRESS (2001-12-15),Jeffrey B. Fuerst,ok
Nelson Beats The Odds,"Sidney II, Ronnie",26150185,https://www.goodreads.com/book/show/26150185-nelson-beats-the-odds?from_search=true&from_srp=true&qid=NejF5NogMK&rank=2,True,0.9344,Nelson Beats The Odds (Nelson Beats the Odds Series Book 1),Ronnie Sidney II,ok
"The Book Itch: Freedom, Truth & Harlem's Greatest Bookstore","Nelson, Vaunda Micheaux",20899295,https://www.goodreads.com/book/show/20899295-the-book-itch?from_search=true&from_srp=true&qid=XNZ1OwplEG&rank=1,True,0.9523,"The Book Itch: Freedom, Truth & Harlem's Greatest Bookstore",Vaunda Micheaux Nelson,ok
Leila in Saffron,"Guidroz, Rukhsanna",42202079,https://www.goodreads.com/book/show/42202079-leila-in-saffron?from_search=true&from_srp=true&qid=IyF45o3a3K&rank=1,True,0.9294,Leila in Saffron,Rukhsanna Guidroz,ok
The Story of Rap,"Sagar, Lindsey",42201891,https://www.goodreads.com/book/show/42201891-the-story-of-rap?from_search=true&from_srp=true&qid=gIFpNg8erd&rank=1,True,0.9056,The Story of Rap,Nicola Edwards,ok
Yasmin the Librarian (Yasmin Series),"Faruqi, Saadia",,,False,,,,no_candidates
The Marigold Mess (Sofía Martínez Series),"Jules, Jacqueline",,,False,,,,no_candidates
The Name Jar,"Choi, Yangsook",134578122,https://www.goodreads.com/book/show/134578122-the-name-jar-by-yangsook-choi?from_search=true&from_srp=true&qid=Lsckttx1Wk&rank=1,True,0.5899,The Name Jar by Yangsook Choi (2008-10-02),Yangsook Choi,ok
I'm a Pretty Little Black Girl!,"Bynum, Betty K.",17842744,https://www.goodreads.com/book/show/17842744-i-m-a-pretty-little-black-girl-1?from_search=true&from_srp=true&qid=qToOmAm10K&rank=1,True,0.9308,I'm a Pretty Little Black Girl! (1) (I'm a Girl! Collection),Betty K. Bynum,ok
King & Kayla and the Case of the Mysterious Mouse (King & Kayla Series),"Butler, Dori Hillestad",69838766,https://www.goodreads.com/book/show/69838766-king-kayla-and-the-case-of-the-mysterious-mouse?from_search=true&from_srp=true&qid=VhFuKDwIWC&rank=1,True,0.95,King & Kayla and the Case of the Mysterious Mouse (The King & Kayla Series),Dori Hillestad Butler,ok
Lola Loves Stories (Lola Series),"McQuinn, Anna",65566685,https://www.goodreads.com/book/show/65566685-lola-loves-stories?from_search=true&from_srp=true&qid=XXdiPnS5zZ&rank=1,True,0.9375,Lola Loves Stories (The Lola Reads Series),Anna McQuinn,ok
Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring,"Valenzuela, Angela",134255098,https://www.goodreads.com/book/show/134255098-subtractive-schooling?from_search=true&from_srp=true&qid=x5F1CRP5rw&rank=1,True,0.8216,Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring by Angela Valenzuela (1999-10-30),Angela Valenzuela,ok
¿De Dónde Eres?/Where Are You From?,"Mendez, Yamile Saied",,,False,,,,no_candidates
"The Quest for Screen Time (Jaden Toussaint, the Greatest Series)","Dumas, Marti",,,False,,,,no_candidates
King & Kayla and the Case of the Missing Dog Treats (King & Kayla Series),"Butler, Dori Hillestad",69838739,https://www.goodreads.com/book/show/69838739-king-kayla-and-the-case-of-the-missing-dog-treats?from_search=true&from_srp=true&qid=an3nkREAfE&rank=1,True,0.95,King & Kayla and the Case of the Missing Dog Treats (The King & Kayla Series),Dori Hillestad Butler,ok
WeirDo Series: Hopping Weird!,"Do, Anh",,,False,,,,no_candidates
"Grandpa Cacao: A Tale of Chocolate, from Farm to Family","Zunon, Elizabeth",40653244,https://www.goodreads.com/book/show/40653244-grandpa-cacao?from_search=true&from_srp=true&qid=xae94Y2MQU&rank=1,True,0.94,"Grandpa Cacao: A Tale of Chocolate, from Farm to Family",Elizabeth Zunon,ok
Encounter,"Yolen, Jane",81156,https://www.goodreads.com/book/show/81156.Encounter?from_search=true&from_srp=true&qid=kJm4txyGJa&rank=1,True,0.925,Encounter (Voyager Books),Jane Yolen,ok
Esta bien ser diferente/It's Okay to Be Different (Spanish Version),"Parr, Todd",,,False,,,,no_candidates
"Muffin Wars (Jaden Toussaint, the Greatest Series)","Dumas, Marti",,,False,,,,no_candidates
Spotlight on Coding Club! (Girls Who Code Series),"Schusterman, Michelle",,,False,,,,no_candidates
Come with Me,"McGhee, Holly M.",33506796,https://www.goodreads.com/book/show/33506796-come-with-me?from_search=true&from_srp=true&qid=y6Q9G5xoj3&rank=1,True,0.925,Come With Me,Holly M. McGhee,ok
Who Was Maya Angelou? (Who was...? Series),"Labrecque, Ellen",,,False,,,,no_candidates
The Sunday Outing,"Pinkney, Gloria Jean",964929,https://www.goodreads.com/book/show/964929.The_Sunday_Outing?from_search=true&from_srp=true&qid=njIa80QZqh&rank=2,True,0.9368,The Sunday Outing,Gloria Jean Pinkney,ok
Lola Levine Meets Jelly and Bean (Lola Levine Series),"Brown, Monica",,,False,,,,no_candidates
An Indigenous Peoples' History of the United States,"Dunbar-Ortiz, Roxanne",20588662,https://www.goodreads.com/book/show/20588662-an-indigenous-peoples-history-of-the-united-states?from_search=true&from_srp=true&qid=lADh0dAUeD&rank=1,True,0.94,"An Indigenous Peoples' History of the United States (ReVisioning American History, #3)",Roxanne Dunbar-Ortiz,ok
Who Was Cesar Chavez? (Who was...? Series),"Rau, Dana Meachen",,,False,,,,no_candidates
When Stars Are Scattered,"Jamieson, Victoria",245364224,https://www.goodreads.com/book/show/245364224-when-stars-are-scattered?from_search=true&from_srp=true&qid=VgLPeyrPmS&rank=5,True,0.9266,When Stars Are Scattered: (National Book Award Finalist),Victoria Jamieson & Omar Mohamed,ok
