book_title,author,goodreads_id,goodreads_url,found,search_query,avg_rating,rating_count,review_count,want_to_read,dist_5_star,dist_4_star,dist_3_star,dist_2_star,dist_1_star
All the Pretty Horses,"McCarthy, Cormac",20748933.0,https://www.goodreads.com/book/show/20748933-summary-study-guide-all-the-pretty-horses-by-cormac-mccarthy?from_search=true&from_srp=true&qid=0UuUGUTTEi&rank=1,True,"All the Pretty Horses McCarthy, Cormac",4.00,2,,,1 (50%),0 (0%),1 (50%),0 (0%),0 (0%)
All the Pretty Things,"Arsenault, Emily",51960675.0,https://www.goodreads.com/book/show/51960675-all-the-pretty-things?from_search=true&from_srp=true&qid=wU63oXyXyy&rank=1,True,"All the Pretty Things Arsenault, Emily",3.01,1650,,,134 (8%),365 (22%),656 (39%),379 (22%),116 (7%)
All the Truth That's In Me,"Berry, Julie",17297487.0,https://www.goodreads.com/book/show/17297487-all-the-truth-that-s-in-me?from_search=true&from_srp=true&qid=EpqyL72bEU&rank=1,True,"All the Truth That's In Me Berry, Julie",3.91,15464,,,"5,092 (32%)","5,704 (36%)","3,338 (21%)",872 (5%),458 (2%)
All This Time,"Daughtry, Mikki",128583722.0,https://www.goodreads.com/book/show/128583722-study-guide?from_search=true&from_srp=true&qid=JXHKXiWYDT&rank=1,True,"All This Time Daughtry, Mikki",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
All You Never Wanted,"Griffin, Adele",13414841.0,https://www.goodreads.com/book/show/13414841-all-you-never-wanted?from_search=true&from_srp=true&qid=UhsdyUO8dh&rank=1,True,"All You Never Wanted Griffin, Adele",3.00,728,,,72 (9%),158 (21%),264 (36%),166 (22%),68 (9%)
Alone,"Freeman, Megan",49202861.0,https://www.goodreads.com/book/show/49202861-alone?from_search=true&from_srp=true&qid=3zOtNqhJia&rank=1,True,"Alone Freeman, Megan",4.13,21200,,,"8,606 (40%)","8,182 (38%)","3,321 (15%)",768 (3%),323 (1%)
Altered,"Albin, Gennifer",16140922.0,https://www.goodreads.com/book/show/16140922-altered?from_search=true&from_srp=true&qid=wXYVeIOv1a&rank=1,True,"Altered Albin, Gennifer",3.66,5317,,,"1,184 (22%)","1,908 (35%)","1,607 (30%)",494 (9%),124 (2%)
An Abundance of Katherines,"Green, John",139862143.0,https://www.goodreads.com/book/show/139862143-an-abundance-of-katherines-by-john-green-10-may-2012-paperback?from_search=true&from_srp=true&qid=9T40Ae3DqG&rank=1,True,"An Abundance of Katherines Green, John",3.51,550394,,,"119,240 (21%)","165,751 (30%)","167,551 (30%)","69,711 (12%)","28,141 (5%)"
An Assassin's Guide to Love and Treason,"Boecker, Virginia",37678396.0,https://www.goodreads.com/book/show/37678396-an-assassin-s-guide-to-love-and-treason?from_search=true&from_srp=true&qid=mEmK208r10&rank=1,True,"An Assassin's Guide to Love and Treason Boecker, Virginia",3.64,2652,,,514 (19%),"1,006 (37%)",859 (32%),218 (8%),55 (2%)
Annexed,"Dogar, Sharon",139529417.0,https://www.goodreads.com/book/show/139529417-annexed-by-sharon-dogar?from_search=true&from_srp=true&qid=zyPnhtXt81&rank=1,True,"Annexed Dogar, Sharon",3.67,3,,,0 (0%),2 (66%),1 (33%),0 (0%),0 (0%)
Antisocial,"Blake, Jillian",29905900.0,https://www.goodreads.com/book/show/29905900-antisocial?from_search=true&from_srp=true&qid=zK2k4zqMyE&rank=1,True,"Antisocial Blake, Jillian",3.39,2063,,,382 (18%),552 (26%),735 (35%),286 (13%),108 (5%)
Ashes to Ashes,"Han, Jenny",10662433.0,https://www.goodreads.com/book/show/10662433-ashes-to-ashes?from_search=true&from_srp=true&qid=XpwfmmHAyx&rank=1,True,"Ashes to Ashes Han, Jenny",3.64,16565,,,"4,264 (25%)","5,134 (30%)","4,753 (28%)","1,726 (10%)",688 (4%)
At the Edge of the Universe,"Hutchinson, Shaun David",28763240.0,https://www.goodreads.com/book/show/28763240-at-the-edge-of-the-universe?from_search=true&from_srp=true&qid=y8giVq9sFx&rank=1,True,"At the Edge of the Universe Hutchinson, Shaun David",4.14,6455,,,"2,714 (42%)","2,354 (36%)","1,068 (16%)",236 (3%),83 (1%)
"Audrey, Wait!","Benway, Robin",1627267.0,https://www.goodreads.com/book/show/1627267.Audrey_Wait_?from_search=true&from_srp=true&qid=eWGFmQFOle&rank=1,True,"Audrey, Wait! Benway, Robin",3.77,14697,,,"4,278 (29%)","4,878 (33%)","3,834 (26%)","1,230 (8%)",477 (3%)
Avalon High,"Cabot, Meg",187812.0,https://www.goodreads.com/book/show/187812.Avalon_High?from_search=true&from_srp=true&qid=VsfLOp0XJY&rank=1,True,"Avalon High Cabot, Meg",3.81,47574,,,"14,303 (30%)","15,553 (32%)","13,140 (27%)","3,712 (7%)",866 (1%)
Awakened,"Cast, P. C.",8652190.0,https://www.goodreads.com/book/show/8652190-awakened?from_search=true&from_srp=true&qid=jvG9f2stuD&rank=1,True,"Awakened Cast, P. C.",4.00,144933,,,"61,316 (42%)","40,774 (28%)","29,210 (20%)","9,435 (6%)","4,198 (2%)"
Be Not Far From Me,"McGinnis, Mindy",196575083.0,https://www.goodreads.com/book/show/196575083-study-guide?from_search=true&from_srp=true&qid=aBrqhnozMu&rank=1,True,"Be Not Far From Me McGinnis, Mindy",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Beastly,"Flinn, Alex",544891.0,https://www.goodreads.com/book/show/544891.Beastly?from_search=true&from_srp=true&qid=kX00jRINeZ&rank=1,True,"Beastly Flinn, Alex",3.82,178493,,,"58,435 (32%)","54,391 (30%)","45,604 (25%)","15,045 (8%)","5,018 (2%)"
Because You Love to Hate Me: 13 Tales of Villainy,Ameriie,31450752.0,https://www.goodreads.com/book/show/31450752-because-you-love-to-hate-me?from_search=true&from_srp=true&qid=pl8utM2WsY&rank=1,True,Because You Love to Hate Me: 13 Tales of Villainy Ameriie,3.49,9268,,,"1,406 (15%)","3,206 (34%)","3,447 (37%)",936 (10%),273 (2%)
Before I Fall,"Oliver, Lauren",96363439.0,https://www.goodreads.com/book/show/96363439-study-guide?from_search=true&from_srp=true&qid=rijXE2Z3u9&rank=1,True,"Before I Fall Oliver, Lauren",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Before the Devil Breaks You,"Bray, Libba",25985241.0,https://www.goodreads.com/book/show/25985241-before-the-devil-breaks-you?from_search=true&from_srp=true&qid=5wORn5wMht&rank=1,True,"Before the Devil Breaks You Bray, Libba",4.25,20817,,,"9,146 (43%)","8,364 (40%)","2,761 (13%)",438 (2%),108 (<1%)
Being Nikki,"Cabot, Meg",5135798.0,https://www.goodreads.com/book/show/5135798-being-nikki?from_search=true&from_srp=true&qid=aBEaaEK001&rank=1,True,"Being Nikki Cabot, Meg",3.85,29950,,,"9,187 (30%)","10,138 (33%)","8,036 (26%)","2,126 (7%)",463 (1%)
Betrayed,"Cast, P. C.",19510835.0,https://www.goodreads.com/book/show/19510835-summary-study-guide-betrayed-by-p-c-cast?from_search=true&from_srp=true&qid=BlV1YBWUzu&rank=1,True,"Betrayed Cast, P. C.",3.43,7,,,3 (42%),1 (14%),1 (14%),0 (0%),2 (28%)
Between Perfect and Real,"Stoeve, Ray",54776123.0,https://www.goodreads.com/book/show/54776123-between-perfect-and-real?from_search=true&from_srp=true&qid=gm5u0x8dBE&rank=1,True,"Between Perfect and Real Stoeve, Ray",3.97,2912,,,856 (29%),"1,279 (43%)",632 (21%),119 (4%),26 (<1%)
Bewitching,"Flinn, Alex",11859244.0,https://www.goodreads.com/book/show/11859244-bewitching?from_search=true&from_srp=true&qid=UowISmwVBY&rank=1,True,"Bewitching Flinn, Alex",3.94,10570,,,"3,617 (34%)","3,728 (35%)","2,387 (22%)",607 (5%),231 (2%)
Big Nate From the Top,"Peirce, Lincoln",8939770.0,https://www.goodreads.com/book/show/8939770-big-nate?from_search=true&from_srp=true&qid=keKCt6VhXk&rank=1,True,"Big Nate From the Top Peirce, Lincoln",4.22,27583,,,"15,896 (57%)","5,464 (19%)","3,668 (13%)","1,382 (5%)","1,173 (4%)"
Black Rabbit Summer,"Brooks, Kevin",218995832.0,https://www.goodreads.com/book/show/218995832-black-rabbit-summer-by-kevin-brooks-2008-01-01-hardcover?from_search=true&from_srp=true&qid=xo7dPW6dYA&rank=1,True,"Black Rabbit Summer Brooks, Kevin",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Blacktop Wasteland,"Cosby, S. A.",121402298.0,https://www.goodreads.com/book/show/121402298-study-guide?from_search=true&from_srp=true&qid=AAJho2cdgu&rank=1,True,"Blacktop Wasteland Cosby, S. A.",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Blight,"Duncan, Alexandra",31371486.0,https://www.goodreads.com/book/show/31371486-blight?from_search=true&from_srp=true&qid=wdlz5TbrVs&rank=1,True,"Blight Duncan, Alexandra",3.78,320,,,74 (23%),129 (40%),90 (28%),25 (7%),2 (<1%)
Bloodline: a novel,"Cary, Kate",208648251.0,https://www.goodreads.com/book/show/208648251-bloodline?from_search=true&from_srp=true&qid=rtr4v1onUV&rank=1,True,"Bloodline: a novel Cary, Kate",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Blue Bloods,"de la Cruz, Melissa",872333.0,https://www.goodreads.com/book/show/872333.Blue_Bloods?from_search=true&from_srp=true&qid=QZ2D2t2Fvf&rank=1,True,"Blue Bloods de la Cruz, Melissa",3.70,143946,,,"44,100 (30%)","40,973 (28%)","37,659 (26%)","14,417 (10%)","6,797 (4%)"
Bog Child,"Dowd, Siobhan",211314490.0,https://www.goodreads.com/book/show/211314490-bog-child?from_search=true&from_srp=true&qid=7DBvnSBiLg&rank=1,True,"Bog Child Dowd, Siobhan",3.81,4934,,,"1,261 (25%)","2,010 (40%)","1,254 (25%)",292 (5%),117 (2%)
Broken Throne: A Red Queen Collection,"Aveyard, Victoria",44002050.0,https://www.goodreads.com/book/show/44002050-broken-throne?from_search=true&from_srp=true&qid=2J79SMR2Fq&rank=1,True,"Broken Throne: A Red Queen Collection Aveyard, Victoria",3.80,48620,,,"13,706 (28%)","17,031 (35%)","13,284 (27%)","3,533 (7%)","1,066 (2%)"
Bronxwood,"Booth, Coe",8494485.0,https://www.goodreads.com/book/show/8494485-bronxwood?from_search=true&from_srp=true&qid=NjfIKwsxkb&rank=1,True,"Bronxwood Booth, Coe",4.39,1194,,,714 (59%),303 (25%),125 (10%),31 (2%),21 (1%)
BZRK,"Grant, Michael",29239591.0,https://www.goodreads.com/book/show/29239591-gone-and-bzrk-series-michael-grant-collection-9-books-set?from_search=true&from_srp=true&qid=Qt5SYH4AFo&rank=1,True,"BZRK Grant, Michael",4.50,16,review,,11 (68%),2 (12%),3 (18%),0 (0%),0 (0%)
BZRK Apocalypse,"Grant, Michael",126008837.0,https://www.goodreads.com/book/show/126008837-bzrk-apocalypse-by-michael-grant?from_search=true&from_srp=true&qid=L2qUZspzEg&rank=1,True,"BZRK Apocalypse Grant, Michael",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Chain Letter,"Pike, Christopher",25232680.0,https://www.goodreads.com/book/show/25232680-summary-study-guide-chain-letter-by-christopher-pike?from_search=true&from_srp=true&qid=0DzVCguJl7&rank=1,True,"Chain Letter Pike, Christopher",3.00,1,,,0 (0%),0 (0%),1 (100%),0 (0%),0 (0%)
Change of Heart,"Picoult, Jodi",1609451.0,https://www.goodreads.com/book/show/1609451.Change_of_Heart?from_search=true&from_srp=true&qid=OCiATHoQyw&rank=1,True,"Change of Heart Picoult, Jodi",3.95,126205,,,"40,801 (32%)","48,232 (38%)","28,827 (22%)","6,342 (5%)","2,003 (1%)"
Chasing Shadows,"Avasthi, Swati",136206610.0,https://www.goodreads.com/book/show/136206610-chasing-shadows-author?from_search=true&from_srp=true&qid=OWM8mucns2&rank=1,True,"Chasing Shadows Avasthi, Swati",3.00,1,,,0 (0%),0 (0%),1 (100%),0 (0%),0 (0%)
City of Ashes,"Clare, Cassandra",208251796.0,https://www.goodreads.com/book/show/208251796-the-mortal-instruments-2?from_search=true&from_srp=true&qid=qqtjv047pO&rank=1,True,"City of Ashes Clare, Cassandra",3.50,2,,,0 (0%),1 (50%),1 (50%),0 (0%),0 (0%)
City of Bones,"Clare, Cassandra",256683.0,https://www.goodreads.com/book/show/256683.City_of_Bones?from_search=true&from_srp=true&qid=hpCt2QNdvt&rank=1,True,"City of Bones Clare, Cassandra",4.07,2171638,,,"949,748 (43%)","650,060 (29%)","393,879 (18%)","119,331 (5%)","58,620 (2%)"
City of Fallen Angels,"Clare, Cassandra",211402123.0,https://www.goodreads.com/book/show/211402123-city-of-fallen-angels-by-cassandra-clare?from_search=true&from_srp=true&qid=e9Hsg6eU1p&rank=1,True,"City of Fallen Angels Clare, Cassandra",5.00,1,,,1 (100%),0 (0%),0 (0%),0 (0%),0 (0%)
City of Glass,"Clare, Cassandra",3777732.0,https://www.goodreads.com/book/show/3777732-city-of-glass?from_search=true&from_srp=true&qid=SOadmDu7x7&rank=1,True,"City of Glass Clare, Cassandra",4.27,1015578,,,"516,635 (50%)","311,397 (30%)","144,189 (14%)","31,382 (3%)","11,975 (1%)"
City of Lost Souls,"Clare, Cassandra",14367051.0,https://www.goodreads.com/book/show/14367051-city-of-bones-city-of-ashes-city-of-glass-city-of-fallen-angels?from_search=true&from_srp=true&qid=0xXUklQgnX&rank=1,True,"City of Lost Souls Clare, Cassandra",4.56,15161,,,"10,644 (70%)","2,956 (19%)","1,177 (7%)",218 (1%),166 (1%)
Clockwork Angel,"Clare, Cassandra",7171637.0,https://www.goodreads.com/book/show/7171637-clockwork-angel?from_search=true&from_srp=true&qid=33I8Quoi2I&rank=1,True,"Clockwork Angel Clare, Cassandra",4.31,877373,,,"467,727 (53%)","261,537 (29%)","109,267 (12%)","25,968 (2%)","12,874 (1%)"
Clockwork Prince,"Clare, Cassandra",10025305.0,https://www.goodreads.com/book/show/10025305-clockwork-prince?from_search=true&from_srp=true&qid=Au2ceLtyQq&rank=1,True,"Clockwork Prince Clare, Cassandra",4.42,585847,,,"342,976 (58%)","168,534 (28%)","56,724 (9%)","11,672 (1%)","5,941 (1%)"
Code Name Cassandra,"Cabot, Meg",129860356.0,https://www.goodreads.com/book/show/129860356-vanished-books-one-two-when-lightning-strikes-code-name-cassandra-by?from_search=true&from_srp=true&qid=OzhRM0bU55&rank=1,True,"Code Name Cassandra Cabot, Meg",4.19,5062,,,"2,311 (45%)","1,678 (33%)",864 (17%),164 (3%),45 (<1%)
Cold Day in the Sun,"Biren, Sara L.",42506018.0,https://www.goodreads.com/book/show/42506018-cold-day-in-the-sun?from_search=true&from_srp=true&qid=KjCA91v8yx&rank=1,True,"Cold Day in the Sun Biren, Sara L.",3.94,3779,,,"1,215 (32%)","1,442 (38%)",845 (22%),228 (6%),49 (1%)
Cold Mountain,"Frazier, Charles",21361896.0,https://www.goodreads.com/book/show/21361896-a-brief-critical-introduction-to-cold-mountain-charles-frazier?from_search=true&from_srp=true&qid=qM7BprTyQd&rank=1,True,"Cold Mountain Frazier, Charles",4.00,6,,,2 (33%),2 (33%),2 (33%),0 (0%),0 (0%)
Confessions of a High School Disaster,"Chastain, Emma",29220723.0,https://www.goodreads.com/book/show/29220723-confessions-of-a-high-school-disaster?from_search=true&from_srp=true&qid=oRVhShsWCh&rank=1,True,"Confessions of a High School Disaster Chastain, Emma",3.47,1608,,,351 (21%),453 (28%),513 (31%),184 (11%),107 (6%)
Conversion,"Howe, Katherine",18667792.0,https://www.goodreads.com/book/show/18667792-conversion?from_search=true&from_srp=true&qid=32CcRVwWH1&rank=1,True,"Conversion Howe, Katherine",3.30,10262,,,"1,261 (12%)","3,182 (31%)","3,740 (36%)","1,561 (15%)",518 (5%)
Copper Sun,"Draper, Sharon M.",90420.0,https://www.goodreads.com/book/show/90420.Copper_Sun?from_search=true&from_srp=true&qid=5NcHtkIWhq&rank=1,True,"Copper Sun Draper, Sharon M.",4.35,17189,,,"9,325 (54%)","5,360 (31%)","1,933 (11%)",422 (2%),149 (<1%)
Crazy Love,"Abrams, Amir.",13493441.0,https://www.goodreads.com/book/show/13493441-crazy-love?from_search=true&from_srp=true&qid=9wKJ0Iq9pU&rank=1,True,"Crazy Love Abrams, Amir.",4.18,222,,,122 (54%),46 (20%),35 (15%),10 (4%),9 (4%)
Crooked Kingdom,"Bardugo, Leigh",124931554.0,https://www.goodreads.com/book/show/124931554-study-guide?from_search=true&from_srp=true&qid=bfo8GvbpXe&rank=1,True,"Crooked Kingdom Bardugo, Leigh",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Dangerous Lies,"Fitzpatrick, Becca",20909906.0,https://www.goodreads.com/book/show/20909906-dangerous-lies?from_search=true&from_srp=true&qid=Mt3yDFj95F&rank=1,True,"Dangerous Lies Fitzpatrick, Becca",3.81,12629,,,"3,597 (28%)","4,534 (35%)","3,285 (26%)",910 (7%),303 (2%)
Dark Triumph,"LaFevers, Robin",9943270.0,https://www.goodreads.com/book/show/9943270-dark-triumph?from_search=true&from_srp=true&qid=NHvutBbGyj&rank=1,True,"Dark Triumph LaFevers, Robin",4.13,44014,,,"17,817 (40%)","17,040 (38%)","7,068 (16%)","1,451 (3%)",638 (1%)
Darkest Hour,"Cabot, Meg",23224.0,https://www.goodreads.com/book/show/23224.Darkest_Hour?from_search=true&from_srp=true&qid=0mDAY18Sq8&rank=1,True,"Darkest Hour Cabot, Meg",4.16,38930,,,"16,454 (42%)","14,037 (36%)","7,042 (18%)","1,078 (2%)",319 (<1%)
Daughter of Smoke and Bone,"Taylor, Laini",25573751.0,https://www.goodreads.com/book/show/25573751-summary-study-guide-daughter-of-smoke-and-bone-by-laini-taylor?from_search=true&from_srp=true&qid=btyYpRV8WU&rank=1,True,"Daughter of Smoke and Bone Taylor, Laini",4.00,2,review,,1 (50%),0 (0%),1 (50%),0 (0%),0 (0%)
Daughter of the Pirate King,"Levenseller, Tricia",33643994.0,https://www.goodreads.com/book/show/33643994-daughter-of-the-pirate-king?from_search=true&from_srp=true&qid=RFVePuIltt&rank=1,True,"Daughter of the Pirate King Levenseller, Tricia",3.93,240769,,,"73,157 (30%)","97,887 (40%)","53,533 (22%)","12,291 (5%)","3,901 (1%)"
Daughter of the Siren Queen,"Levenseller, Tricia",132627651.0,https://www.goodreads.com/book/show/132627651-tricia-levenseller-2-books-set-daughter-of-the-pirate-king-daughter-of?from_search=true&from_srp=true&qid=MUfcPXXmvz&rank=1,True,"Daughter of the Siren Queen Levenseller, Tricia",4.23,379,,,177 (46%),129 (34%),60 (15%),10 (2%),3 (<1%)
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","Gladwell, Malcolm",19209733.0,https://www.goodreads.com/book/show/19209733-david-and-goliath?from_search=true&from_srp=true&qid=UBs6t0j44J&rank=1,True,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants Gladwell, Malcolm",4.39,75,,,39 (52%),27 (36%),8 (10%),1 (1%),0 (0%)
Deadline,"Crutcher, Chris",12475755.0,https://www.goodreads.com/book/show/12475755-deadline-by-chris-crutcher-l-summary-study-guide?from_search=true&from_srp=true&qid=uZysdtgPEo&rank=1,True,"Deadline Crutcher, Chris",4.33,3,,,2 (66%),0 (0%),1 (33%),0 (0%),0 (0%)
Dear Evan Hansen,"Emmich, Val",201727772.0,https://www.goodreads.com/book/show/201727772-dear-evan-hansen-by-val-emmich?from_search=true&from_srp=true&qid=fwi8hf3fbr&rank=1,True,"Dear Evan Hansen Emmich, Val",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Dear John,"Sparks, Nicholas",906749.0,https://www.goodreads.com/book/show/906749.Dear_John_Nicholas_Sparks_Paperback?from_search=true&from_srp=true&qid=83jJFBBPfN&rank=1,True,"Dear John Sparks, Nicholas",4.04,618614,,,"251,436 (40%)","198,885 (32%)","123,998 (20%)","31,920 (5%)","12,375 (2%)"
Defy the Stars,"Gray, Claudia",31423196.0,https://www.goodreads.com/book/show/31423196-defy-the-stars?from_search=true&from_srp=true&qid=YxyJgP6QL1&rank=1,True,"Defy the Stars Gray, Claudia",4.02,13626,,,"4,642 (34%)","5,659 (41%)","2,537 (18%)",578 (4%),210 (1%)
Destined,"Cast, P. C.",7933617.0,https://www.goodreads.com/book/show/7933617-destined?from_search=true&from_srp=true&qid=b33Bv7vHyf&rank=1,True,"Destined Cast, P. C.",4.03,90212,,,"38,332 (42%)","26,181 (29%)","18,016 (19%)","5,415 (6%)","2,268 (2%)"
Diamonds in the Shadow,"Cooney, Caroline B.",148001269.0,https://www.goodreads.com/book/show/148001269-diamonds-in-the-shadow-by-cooney-caroline-b-2007-hardcover?from_search=true&from_srp=true&qid=pBk6Ama8gy&rank=1,True,"Diamonds in the Shadow Cooney, Caroline B.",0.00,0,,,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%)
Disclosure,"Crichton, Michael",244530793.0,https://www.goodreads.com/book/show/244530793-disclosure-by-michael-crichton-translated-by-madhav-karve?from_search=true&from_srp=true&qid=HnbNoSXqHm&rank=1,True,"Disclosure Crichton, Michael",5.00,1,,,1 (100%),0 (0%),0 (0%),0 (0%),0 (0%)
Dive Smack,"Brodsky, Demetra",32173182.0,https://www.goodreads.com/book/show/32173182-dive-smack?from_search=true&from_srp=true&qid=qCHmQuq6Ds&rank=1,True,"Dive Smack Brodsky, Demetra",3.91,372,,,132 (35%),118 (31%),86 (23%),29 (7%),7 (1%)
Don't Ask Me Where I'm From,"De Leon, Jennifer",52766921.0,https://www.goodreads.com/book/show/52766921-don-t-ask-me-where-i-m-from?from_search=true&from_srp=true&qid=ra5LiDArzy&rank=1,True,"Don't Ask Me Where I'm From De Leon, Jennifer",4.02,4541,,,"1,448 (31%)","1,998 (43%)",885 (19%),170 (3%),40 (<1%)
Dough Boys,"Chase, Paula",43131603.0,https://www.goodreads.com/book/show/43131603-dough-boys?from_search=true&from_srp=true&qid=aGauxxorz1&rank=1,True,"Dough Boys Chase, Paula",3.88,179,,,53 (29%),69 (38%),41 (22%),14 (7%),2 (1%)
Dragon's Oath,"Cast, P. C.",10324808.0,https://www.goodreads.com/book/show/10324808-dragon-s-oath?from_search=true&from_srp=true&qid=b63y4YvnIA&rank=1,True,"Dragon's Oath Cast, P. C.",4.07,23089,,,"9,968 (43%)","6,645 (28%)","4,917 (21%)","1,194 (5%)",365 (1%)
Echo,"Block, Francesca Lia",14566.0,https://www.goodreads.com/book/show/14566.Echo?from_search=true&from_srp=true&qid=0iPgIbRxDT&rank=1,True,"Echo Block, Francesca Lia",3.88,5212,,,"1,849 (35%)","1,563 (29%)","1,260 (24%)",399 (7%),141 (2%)
Echo After Echo,"Capetta, A. R.",51165961.0,https://www.goodreads.com/book/show/51165961-echo-after-echo?from_search=true&from_srp=true&qid=ekWnVBrY5L&rank=1,True,"Echo After Echo Capetta, A. R.",3.86,1452,,,419 (28%),573 (39%),326 (22%),105 (7%),29 (1%)
Ellen Foster,"Gibbons, Kaye",8533731.0,https://www.goodreads.com/book/show/8533731-ellen-foster?from_search=true&from_srp=true&qid=HNS2O7VFe9&rank=1,True,"Ellen Foster Gibbons, Kaye",2.00,2,,,0 (0%),0 (0%),1 (50%),0 (0%),1 (50%)
Emmy & Oliver,"Benway, Robin",36373413.0,https://www.goodreads.com/book/show/36373413-dear-mrs-bird?from_search=true&from_srp=true&qid=LQXEz7jJdd&rank=1,True,"Emmy & Oliver Benway, Robin",3.80,57432,,,"12,461 (21%)","25,279 (44%)","16,149 (28%)","2,848 (4%)",695 (1%)
Eon: Dragoneye Reborn,"Goodman, Alison",157532565.0,https://www.goodreads.com/book/show/157532565-eon?from_search=true&from_srp=true&qid=5O4V0w5za6&rank=1,True,"Eon: Dragoneye Reborn Goodman, Alison",3.96,62851,,,"22,300 (35%)","22,915 (36%)","12,267 (19%)","3,587 (5%)","1,782 (2%)"
Every Boy's Got One,"Cabot, Meg",23223.0,https://www.goodreads.com/book/show/23223.Every_Boy_s_Got_One?from_search=true&from_srp=true&qid=oyEKOlJIyw&rank=1,True,"Every Boy's Got One Cabot, Meg",3.76,24827,,,"6,816 (27%)","8,228 (33%)","7,310 (29%)","1,909 (7%)",564 (2%)
Every Breath,"Sparks, Nicholas",38212843.0,https://www.goodreads.com/book/show/38212843-every-breath?from_search=true&from_srp=true&qid=LH0xVH7hDv&rank=1,True,"Every Breath Sparks, Nicholas",4.07,119046,,,"47,323 (39%)","41,833 (35%)","22,509 (18%)","5,537 (4%)","1,844 (1%)"
Every Last Word,"Stone, Tamara Ireland",23341894.0,https://www.goodreads.com/book/show/23341894-every-last-word?from_search=true&from_srp=true&qid=oyQyesX0Xz&rank=1,True,"Every Last Word Stone, Tamara Ireland",4.20,128167,,,"58,907 (45%)","43,486 (33%)","20,095 (15%)","4,268 (3%)","1,411 (1%)"
