book_title,author,goodreads_id,goodreads_url,found,search_query
And They Lived...,"Salvatore, Steven",57552438.0,https://www.goodreads.com/book/show/57552438-and-they-lived?from_search=true&from_srp=true&qid=3JvapedsNK&rank=1,True,"And They Lived... Salvatore, Steven"
Beautiful,"Reed, Amy",6323474.0,https://www.goodreads.com/book/show/6323474-beautiful?from_search=true&from_srp=true&qid=54NuyOFtvE&rank=1,True,"Beautiful Reed, Amy"
Beautiful Disaster,"McGuire, Jamie",11505797.0,https://www.goodreads.com/book/show/11505797-beautiful-disaster?from_search=true&from_srp=true&qid=MzNkOOP2ro&rank=1,True,"Beautiful Disaster McGuire, Jamie"
Breathless (JN),"Niven, Jennifer",,,False,"Breathless (JN) Niven, Jennifer"
Burned (EH),"Hopkins, Ellen",,,False,"Burned (EH) Hopkins, Ellen"
Call Me By Your Name,"Aciman, André",37924244.0,https://www.goodreads.com/book/show/37924244-call-me-by-your-name?from_search=true&from_srp=true&qid=wzmLO3JQo8&rank=1,True,"Call Me By Your Name Aciman, André"
Clockwork Orange,"Burgess, Anthony",49909479.0,https://www.goodreads.com/book/show/49909479-a-clockwork-orange-by-anthony-burgess-book-analysis?from_search=true&from_srp=true&qid=maeETZIZ2C&rank=1,True,"Clockwork Orange Burgess, Anthony"
Collateral,"Hopkins, Ellen",12651912.0,https://www.goodreads.com/book/show/12651912-collateral?from_search=true&from_srp=true&qid=rbDPLqk0JU&rank=1,True,"Collateral Hopkins, Ellen"
Crank,"Hopkins, Ellen",270730,https://www.goodreads.com/book/show/270730.Crank?from_search=true&from_srp=true&qid=NnG3CDM49m&rank=2,True,"Crank Hopkins, Ellen"
Damsel,"Arnold, Elana K.",36260155.0,https://www.goodreads.com/book/show/36260155-damsel?from_search=true&from_srp=true&qid=S68CSyRSo1&rank=1,True,"Damsel Arnold, Elana K."
Exit Here.,"Myers, Jason",1240370.0,https://www.goodreads.com/book/show/1240370.Exit_Here_?from_search=true&from_srp=true&qid=yJ5xR4YX3P&rank=1,True,"Exit Here. Myers, Jason"
Forbidden,"Suzuma, Tabitha",7600924.0,https://www.goodreads.com/book/show/7600924-forbidden?from_search=true&from_srp=true&qid=rjmDwVvQiL&rank=1,True,"Forbidden Suzuma, Tabitha"
Forever for a Year,"Gottfred, B. T.",147379248.0,https://www.goodreads.com/book/show/147379248-forever-for-a-year-by-b-t-gottfred?from_search=true&from_srp=true&qid=eYLlnZ57cx&rank=1,True,"Forever for a Year Gottfred, B. T."
Haunted,"Palahniuk, Chuck",22288.0,https://www.goodreads.com/book/show/22288.Haunted?from_search=true&from_srp=true&qid=JkHNbM4E1o&rank=1,True,"Haunted Palahniuk, Chuck"
Homegoing,"Gyasi, Yaa",165060423,https://www.goodreads.com/book/show/165060423-homegoing-de-yaa-gyasi-analyse-de-l-uvre?from_search=true&from_srp=true&qid=nCnZprMUR6&rank=4,True,"Homegoing Gyasi, Yaa"
House of Earth and Blood,"Maas, Sarah J.",44778083.0,https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood?from_search=true&from_srp=true&qid=ZS1fyJnnv6&rank=1,True,"House of Earth and Blood Maas, Sarah J."
House of Sky and Breath,"Maas, Sarah J.",40132775.0,https://www.goodreads.com/book/show/40132775-house-of-sky-and-breath?from_search=true&from_srp=true&qid=IClvBNXLFp&rank=1,True,"House of Sky and Breath Maas, Sarah J."
I Am Jazz,"Jennings, Jazz",18763344.0,https://www.goodreads.com/book/show/18763344-i-am-jazz?from_search=true&from_srp=true&qid=2DdFwyFawq&rank=1,True,"I Am Jazz Jennings, Jazz"
It Ends With Us,"Hoover, Colleen",59112062.0,https://www.goodreads.com/book/show/59112062-summary-of-it-ends-with-us-by-colleen-hoover?from_search=true&from_srp=true&qid=XtMAXkfi55&rank=1,True,"It Ends With Us Hoover, Colleen"
Last Night at the Telegraph Club,"Lo, Malinda",245913246,https://www.goodreads.com/book/show/245913246-last-night-at-the-telegraph-club?from_search=true&from_srp=true&qid=g7WH1c0IAN&rank=2,True,"Last Night at the Telegraph Club Lo, Malinda"
Living Dead Girl,"Scott, Elizabeth",2954411.0,https://www.goodreads.com/book/show/2954411-living-dead-girl?from_search=true&from_srp=true&qid=246IbahyBm&rank=1,True,"Living Dead Girl Scott, Elizabeth"
Lullaby,"Palahniuk, Chuck",217778440,https://www.goodreads.com/book/show/217778440-lullaby-by-chuck-palahniuk?from_search=true&from_srp=true&qid=3YzqMExNax&rank=2,True,"Lullaby Palahniuk, Chuck"
Man o' War,"McCarthy, Cory",59029659.0,https://www.goodreads.com/book/show/59029659-man-o-war?from_search=true&from_srp=true&qid=fDgeXexCD0&rank=1,True,"Man o' War McCarthy, Cory"
Margo Zimmerman Gets the Girl,"Shrum, Brianna",62584266.0,https://www.goodreads.com/book/show/62584266-margo-zimmerman-gets-the-girl?from_search=true&from_srp=true&qid=j2JCE8otWu&rank=1,True,"Margo Zimmerman Gets the Girl Shrum, Brianna"
My Sister Daisy,"Karlsson, Adria",57094999.0,https://www.goodreads.com/book/show/57094999-my-sister-daisy?from_search=true&from_srp=true&qid=r3DJyqGKJN&rank=1,True,"My Sister Daisy Karlsson, Adria"
One Last Stop,"McQuiston, Casey",241199157,https://www.goodreads.com/book/show/241199157-one-last-stop-by-casey-mcquiston?from_search=true&from_srp=true&qid=gYQIWocxOH&rank=2,True,"One Last Stop McQuiston, Casey"
Push,Sapphire,7810126.0,https://www.goodreads.com/book/show/7810126-precious?from_search=true&from_srp=true&qid=I7NCVgHKDP&rank=1,True,Push Sapphire
Rant: The Oral Biography of Buster Casey,"Palahniuk, Chuck",150093902.0,https://www.goodreads.com/book/show/150093902-rant?from_search=true&from_srp=true&qid=Belrt9jsdA&rank=1,True,"Rant: The Oral Biography of Buster Casey Palahniuk, Chuck"
Red Hood,"Arnold, Elana K.",43721070.0,https://www.goodreads.com/book/show/43721070-red-hood?from_search=true&from_srp=true&qid=8yQJoOAwkK&rank=1,True,"Red Hood Arnold, Elana K."
Rick,"Gino, Alex",44660928.0,https://www.goodreads.com/book/show/44660928-rick?from_search=true&from_srp=true&qid=PYTCEFnWRU&rank=1,True,"Rick Gino, Alex"
Skin and Bones,"Shahan, Sherry",245889487.0,https://www.goodreads.com/book/show/245889487-skin-and-bones-by-sherry-shahan?from_search=true&from_srp=true&qid=87PzqkgtJC&rank=1,True,"Skin and Bones Shahan, Sherry"
Storm and Fury,"Armentrout, Jennifer L.",40291564.0,https://www.goodreads.com/book/show/40291564-storm-and-fury?from_search=true&from_srp=true&qid=3cdiKpqDcY&rank=1,True,"Storm and Fury Armentrout, Jennifer L."
The Crown of Gilded Bones,"Armentrout, Jennifer L.",55240343.0,https://www.goodreads.com/book/show/55240343-the-crown-of-gilded-bones?from_search=true&from_srp=true&qid=RYrKFFfeQk&rank=1,True,"The Crown of Gilded Bones Armentrout, Jennifer L."
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",24976555.0,https://www.goodreads.com/book/show/24976555-sidekick---the-duff?from_search=true&from_srp=true&qid=mlRkvqw1wa&rank=1,True,"The DUFF: Designated Ugly Fat Friend Keplinger, Kody"
The Wind-Up Bird Chronicle,"Murakami, Haruki",11274,https://www.goodreads.com/book/show/11274.Haruki_Murakami_s_The_Wind_up_Bird_Chronicle?from_search=true&from_srp=true&qid=z4WIr2mOCa&rank=3,True,"The Wind-Up Bird Chronicle Murakami, Haruki"
This Book Is Gay,"Dawson, Juno",22074335,https://www.goodreads.com/book/show/22074335-this-book-is-gay?from_search=true&from_srp=true&qid=RxPbxqsasB&rank=2,True,"This Book Is Gay Dawson, Juno"
This Is Kind of an Epic Love Story,"Callender, Kacen",36203673.0,https://www.goodreads.com/book/show/36203673-this-is-kind-of-an-epic-love-story?from_search=true&from_srp=true&qid=p76XyzdpsE&rank=1,True,"This Is Kind of an Epic Love Story Callender, Kacen"
Tilt (EH),"Hopkins, Ellen",,,False,"Tilt (EH) Hopkins, Ellen"
Water for Elephants,"Gruen, Sara",25572893,https://www.goodreads.com/book/show/25572893-water-for-elephants-by-sara-gruen?from_search=true&from_srp=true&qid=9Hjwot0cSN&rank=2,True,"Water for Elephants Gruen, Sara"
What Girls Are Made Of,"Arnold, Elana K.",29401474.0,https://www.goodreads.com/book/show/29401474-what-girls-are-made-of?from_search=true&from_srp=true&qid=fFyOqyKwgT&rank=1,True,"What Girls Are Made Of Arnold, Elana K."
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",37442,https://www.goodreads.com/book/show/37442.Wicked?from_search=true&from_srp=true&qid=2bLcOTyora&rank=2,True,"Wicked: The Life and Times of the Wicked Witch of the West Maguire, Gregory"
yolo,"Myracle, Lauren",20701994.0,https://www.goodreads.com/book/show/20701994-yolo?from_search=true&from_srp=true&qid=ghNsLtM8Qy&rank=1,True,"yolo Myracle, Lauren"
A Bad Boy Can Be Good for a Girl,"Stone, Tanya Lee",131061.0,https://www.goodreads.com/book/show/131061.A_Bad_Boy_Can_Be_Good_for_a_Girl?from_search=true&from_srp=true&qid=hOKTu6Wznv&rank=1,True,"A Bad Boy Can Be Good for a Girl Stone, Tanya Lee"
A Complicated Love Story Set in Space,"Hutchinson, Shaun David",49552592.0,https://www.goodreads.com/book/show/49552592-a-complicated-love-story-set-in-space?from_search=true&from_srp=true&qid=CrcX5BQ9Zx&rank=1,True,"A Complicated Love Story Set in Space Hutchinson, Shaun David"
A Court of Mist and Fury,"Maas, Sarah J.",50659468.0,https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury?from_search=true&from_srp=true&qid=kLzasA6dbZ&rank=1,True,"A Court of Mist and Fury Maas, Sarah J."
A Lesson in Vengeance,"Lee, Victoria",50999821.0,https://www.goodreads.com/book/show/50999821-a-lesson-in-vengeance?from_search=true&from_srp=true&qid=o8ijDtuLey&rank=1,True,"A Lesson in Vengeance Lee, Victoria"
A Phoenix First Must Burn,"Caldwell, Patrice",43887961.0,https://www.goodreads.com/book/show/43887961-a-phoenix-first-must-burn?from_search=true&from_srp=true&qid=IrMTDzeFkO&rank=1,True,"A Phoenix First Must Burn Caldwell, Patrice"
After (AE),"Efaw, Amy",,,False,"After (AE) Efaw, Amy"
All American Boys,"Reynolds, Jason",25657130.0,https://www.goodreads.com/book/show/25657130-all-american-boys?from_search=true&from_srp=true&qid=kWyDdcLDnE&rank=1,True,"All American Boys Reynolds, Jason"
All Boys Aren't Blue,"Johnson, George M.",44280883.0,https://www.goodreads.com/book/show/44280883-all-boys-aren-t-blue?from_search=true&from_srp=true&qid=fHWxtlf2Fj&rank=1,True,"All Boys Aren't Blue Johnson, George M."
All the Bright Places,"Niven, Jennifer",33597977,https://www.goodreads.com/book/show/33597977-all-the-bright-places?from_search=true&from_srp=true&qid=zeh1KRMIng&rank=3,True,"All the Bright Places Niven, Jennifer"
All the Things We Do in the Dark,"Mitchell, Saundra",43801602.0,https://www.goodreads.com/book/show/43801602-all-the-things-we-do-in-the-dark?from_search=true&from_srp=true&qid=21X2JLKoyM&rank=1,True,"All the Things We Do in the Dark Mitchell, Saundra"
Almost Perfect,"Katcher, Brian",5982474.0,https://www.goodreads.com/book/show/5982474-almost-perfect?from_search=true&from_srp=true&qid=YSXX8GHgdB&rank=1,True,"Almost Perfect Katcher, Brian"
Another Day,"Levithan, David",18459855.0,https://www.goodreads.com/book/show/18459855-another-day?from_search=true&from_srp=true&qid=bvYKzUTdpP&rank=1,True,"Another Day Levithan, David"
Aristotle and Dante Discover the Secrets of the Universe,"Sáenz, Benjamin Alire",12000020.0,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe?from_search=true&from_srp=true&qid=dYOm3XFiUz&rank=1,True,"Aristotle and Dante Discover the Secrets of the Universe Sáenz, Benjamin Alire"
Bad Boy,"Wieler, Diana",1155134.0,https://www.goodreads.com/book/show/1155134.Bad_Boy?from_search=true&from_srp=true&qid=OsVEJomGg5&rank=1,True,"Bad Boy Wieler, Diana"
Beautiful,"Reed, Amy",6323474.0,https://www.goodreads.com/book/show/6323474-beautiful?from_search=true&from_srp=true&qid=3CAfRmUBE2&rank=1,True,"Beautiful Reed, Amy"
Being Jazz: My Life as a (Transgender) Teen,"Jennings, Jazz",28587986.0,https://www.goodreads.com/book/show/28587986-being-jazz?from_search=true&from_srp=true&qid=dMJCJaHtMe&rank=1,True,"Being Jazz: My Life as a (Transgender) Teen Jennings, Jazz"
Beloved,"Morrison, Toni",6149.0,https://www.goodreads.com/book/show/6149.Beloved?from_search=true&from_srp=true&qid=fI3E7dh5hh&rank=1,True,"Beloved Morrison, Toni"
Between Mom and Jo,"Peters, Julie Anne",496102.0,https://www.goodreads.com/book/show/496102.Between_Mom_and_Jo?from_search=true&from_srp=true&qid=RdcJrOr5aM&rank=1,True,"Between Mom and Jo Peters, Julie Anne"
Beyond Dreams,"Reynolds, Marilyn",28763838.0,https://www.goodreads.com/book/show/28763838-beyond-dreams?from_search=true&from_srp=true&qid=GEHy5BG5MI&rank=1,True,"Beyond Dreams Reynolds, Marilyn"
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan",18166920.0,https://www.goodreads.com/book/show/18166920-beyond-magenta?from_search=true&from_srp=true&qid=cx7zrQn6pC&rank=1,True,"Beyond Magenta: Transgender Teens Speak Out Kuklin, Susan"
Breathless (JN),"Niven, Jennifer",,,False,"Breathless (JN) Niven, Jennifer"
Clap When You Land,"Acevedo, Elizabeth",234334392.0,https://www.goodreads.com/book/show/234334392-novel-unit?from_search=true&from_srp=true&qid=yRLGavGTBZ&rank=1,True,"Clap When You Land Acevedo, Elizabeth"
Crank,"Hopkins, Ellen",270730,https://www.goodreads.com/book/show/270730.Crank?from_search=true&from_srp=true&qid=iihgKcov7j&rank=2,True,"Crank Hopkins, Ellen"
Crush (CM),"Mac, Carrie",,,False,"Crush (CM) Mac, Carrie"
Echo After Echo,"Capetta, A. R.",51165961.0,https://www.goodreads.com/book/show/51165961-echo-after-echo?from_search=true&from_srp=true&qid=PRaX8lRoaS&rank=1,True,"Echo After Echo Capetta, A. R."
Embrace,"Shirvington, Jessica",8635145.0,https://www.goodreads.com/book/show/8635145-embrace?from_search=true&from_srp=true&qid=IuQN4H06IV&rank=1,True,"Embrace Shirvington, Jessica"
Fancy White Trash,"Geerling, Marjetta",2790866.0,https://www.goodreads.com/book/show/2790866-fancy-white-trash?from_search=true&from_srp=true&qid=Q9ysT1FH0o&rank=1,True,"Fancy White Trash Geerling, Marjetta"
Gingerbread,"Cohn, Rachel",143690501.0,https://www.goodreads.com/book/show/143690501-gingerbread-by-rachel-cohn?from_search=true&from_srp=true&qid=klsuOGJnoH&rank=1,True,"Gingerbread Cohn, Rachel"
Girl Made of Stars,"Blake, Ashley Herring",35721231.0,https://www.goodreads.com/book/show/35721231-girl-made-of-stars?from_search=true&from_srp=true&qid=D9NzCo4zyJ&rank=1,True,"Girl Made of Stars Blake, Ashley Herring"
Graceling,"Cashore, Kristin",243802574.0,https://www.goodreads.com/book/show/243802574-graceling-by?from_search=true&from_srp=true&qid=LxsZfcnO1b&rank=1,True,"Graceling Cashore, Kristin"
Grasshopper Jungle,"Smith, Andrew",137479177.0,https://www.goodreads.com/book/show/137479177-grasshopper-jungle-by-andrew-smith?from_search=true&from_srp=true&qid=xO7yR2jvpo&rank=1,True,"Grasshopper Jungle Smith, Andrew"
Highly Illogical Behavior,"Whaley, John Corey",26109391.0,https://www.goodreads.com/book/show/26109391-highly-illogical-behavior?from_search=true&from_srp=true&qid=e9Eql7yBn8&rank=1,True,"Highly Illogical Behavior Whaley, John Corey"
History Is All You Left Me,"Silvera, Adam",57457831,https://www.goodreads.com/book/show/57457831-adam-silvera-collection-4-books-set?from_search=true&from_srp=true&qid=RKTGTVwia4&rank=2,True,"History Is All You Left Me Silvera, Adam"
I Know Why the Caged Bird Sings,"Angelou, Maya",45046086.0,https://www.goodreads.com/book/show/45046086-i-know-why-the-caged-bird-sings-by-maya-angelou-book-analysis?from_search=true&from_srp=true&qid=rstZIwOQj1&rank=1,True,"I Know Why the Caged Bird Sings Angelou, Maya"
I'll Give You the Sun,"Nelson, Jandy",20820994.0,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun?from_search=true&from_srp=true&qid=wRV7FKlGnU&rank=1,True,"I'll Give You the Sun Nelson, Jandy"
Identical,"Hopkins, Ellen",2241059,https://www.goodreads.com/book/show/2241059.Identical?from_search=true&from_srp=true&qid=qxkTIkeMa8&rank=2,True,"Identical Hopkins, Ellen"
If I Was Your Girl (MR),"Russo, Meredith",,,False,"If I Was Your Girl (MR) Russo, Meredith"
It's Not Like It's a Secret,"Sugiura, Misa",29073707.0,https://www.goodreads.com/book/show/29073707-it-s-not-like-it-s-a-secret?from_search=true&from_srp=true&qid=Ki0N8WuOb5&rank=1,True,"It's Not Like It's a Secret Sugiura, Misa"
"Jane, Unlimited","Cashore, Kristin",32991569.0,https://www.goodreads.com/book/show/32991569-jane-unlimited?from_search=true&from_srp=true&qid=WOQ7xDHBha&rank=1,True,"Jane, Unlimited Cashore, Kristin"
"l8r, g8r","Myracle, Lauren",563321.0,https://www.goodreads.com/book/show/563321.l8r_g8r?from_search=true&from_srp=true&qid=B3LXI1cExi&rank=1,True,"l8r, g8r Myracle, Lauren"
Lizard Radio,"Schmatz, Pat",152291177.0,https://www.goodreads.com/book/show/152291177-lizard-radio-by-pat-schmatz?from_search=true&from_srp=true&qid=V7drDfq29a&rank=1,True,"Lizard Radio Schmatz, Pat"
Lush,"Friend, Natasha",136328733.0,https://www.goodreads.com/book/show/136328733-lush-by-natasha-friend?from_search=true&from_srp=true&qid=80ZBX1d2Su&rank=1,True,"Lush Friend, Natasha"
M or F?,"Papademetriou, Lisa",94078.0,https://www.goodreads.com/book/show/94078.M_or_F_?from_search=true&from_srp=true&qid=k33MhjGit8&rank=1,True,"M or F? Papademetriou, Lisa"
Monday's Not Coming,"Jackson, Tiffany D.",35068534.0,https://www.goodreads.com/book/show/35068534-monday-s-not-coming?from_search=true&from_srp=true&qid=b3iN2HaxI4&rank=1,True,"Monday's Not Coming Jackson, Tiffany D."
Once and Future,"Capetta, A. R.",36233085.0,https://www.goodreads.com/book/show/36233085-once-future?from_search=true&from_srp=true&qid=MXrJGH6C3K&rank=1,True,"Once and Future Capetta, A. R."
Out of Darkness,"Pérez, Ashley Hope",25256386.0,https://www.goodreads.com/book/show/25256386-out-of-darkness?from_search=true&from_srp=true&qid=WUEr0rEZbr&rank=1,True,"Out of Darkness Pérez, Ashley Hope"
Pet,"Emezi, Akwaeke",43568395,https://www.goodreads.com/book/show/43568395-pet?from_search=true&from_srp=true&qid=ClChtIyaqi&rank=2,True,"Pet Emezi, Akwaeke"
Rabbit is Rich,"Updike, John",131425480,https://www.goodreads.com/book/show/131425480-rabbit-is-rich-author?from_search=true&from_srp=true&qid=yOtUz0rlaj&rank=2,True,"Rabbit is Rich Updike, John"
Say the Word,"Garsee, Jeannine",211297473.0,https://www.goodreads.com/book/show/211297473-say-the-word-author?from_search=true&from_srp=true&qid=NDn4hh64iK&rank=1,True,"Say the Word Garsee, Jeannine"
Shout,"Anderson, Laurie Halse",40519259.0,https://www.goodreads.com/book/show/40519259-shout?from_search=true&from_srp=true&qid=ukLb1fgXNx&rank=1,True,"Shout Anderson, Laurie Halse"
Simon vs. the Homo Sapiens Agenda,"Albertalli, Becky",19547856,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda?from_search=true&from_srp=true&qid=2H1De2TiGE&rank=5,True,"Simon vs. the Homo Sapiens Agenda Albertalli, Becky"
Sloppy Firsts,"McCafferty, Megan",138202.0,https://www.goodreads.com/book/show/138202.Sloppy_Firsts?from_search=true&from_srp=true&qid=ZbfFeFD8O3&rank=1,True,"Sloppy Firsts McCafferty, Megan"
The ABC's of LGBT+,"Mardell, Ashley",28783749.0,https://www.goodreads.com/book/show/28783749-the-abc-s-of-lgbt?from_search=true&from_srp=true&qid=lcuou0vgoE&rank=1,True,"The ABC's of LGBT+ Mardell, Ashley"
The Art of Being Normal,"Williamson, Lisa",23058402.0,https://www.goodreads.com/book/show/23058402-the-art-of-being-normal?from_search=true&from_srp=true&qid=cwfALlXRf0&rank=1,True,"The Art of Being Normal Williamson, Lisa"
The Bluest Eye,"Morrison, Toni",11337,https://www.goodreads.com/book/show/11337.The_Bluest_Eye?from_search=true&from_srp=true&qid=YR5Ua2sgFl&rank=3,True,"The Bluest Eye Morrison, Toni"
The Breakaways,"Johnson, Cathy G.",25528854.0,https://www.goodreads.com/book/show/25528854-the-breakaways?from_search=true&from_srp=true&qid=Zp53rhtWAK&rank=1,True,"The Breakaways Johnson, Cathy G."
The Downstairs Girl,"Lee, Stacey",33224061,https://www.goodreads.com/book/show/33224061-the-downstairs-girl?from_search=true&from_srp=true&qid=8gJExWszbs&rank=2,True,"The Downstairs Girl Lee, Stacey"
The Glass Castle,"Walls, Jeannette",20502402,https://www.goodreads.com/book/show/20502402-quicklet-on-jeannette-walls-the-glass-castle-by-jeannette-walls?from_search=true&from_srp=true&qid=6QZghkHgSZ&rank=3,True,"The Glass Castle Walls, Jeannette"
The Hate U Give,"Thomas, Angie",44805980.0,https://www.goodreads.com/book/show/44805980-the-hate-u-give-by-angie-thomas-book-analysis?from_search=true&from_srp=true&qid=EvCi5i9LIc&rank=1,True,"The Hate U Give Thomas, Angie"
The Haters,"Andrews, Jesse",26095121.0,https://www.goodreads.com/book/show/26095121-the-haters?from_search=true&from_srp=true&qid=RJdxUtUH9Q&rank=1,True,"The Haters Andrews, Jesse"
The Hidden Witch,"Ostertag, Molly Knox",,,False,"The Hidden Witch Ostertag, Molly Knox"
The Infinite Moment of Us,"Myracle, Lauren",17290266.0,https://www.goodreads.com/book/show/17290266-the-infinite-moment-of-us?from_search=true&from_srp=true&qid=7V4vcgJEjV&rank=1,True,"The Infinite Moment of Us Myracle, Lauren"
The Kite Runner,"Hosseini, Khaled",20647272,https://www.goodreads.com/book/show/20647272-the-kite-runner?from_search=true&from_srp=true&qid=K2wvGNbdFN&rank=3,True,"The Kite Runner Hosseini, Khaled"
The Miseducation of Cameron Post,"Danforth, Emily M.",40801157.0,https://www.goodreads.com/book/show/40801157-the-miseducation-of-cameron-post?from_search=true&from_srp=true&qid=M3lpgdJkzB&rank=1,True,"The Miseducation of Cameron Post Danforth, Emily M."
The Test,"Kern, Peggy",151118075.0,https://www.goodreads.com/book/show/151118075-the-test-by-peggy-kern?from_search=true&from_srp=true&qid=IH8DTiJMCY&rank=1,True,"The Test Kern, Peggy"
The Upside of Unrequited,"Albertalli, Becky",30653853.0,https://www.goodreads.com/book/show/30653853-the-upside-of-unrequited?from_search=true&from_srp=true&qid=BG7h0Y51QE&rank=1,True,"The Upside of Unrequited Albertalli, Becky"
The Vincent Boys,"Glines, Abbi",240012864.0,https://www.goodreads.com/book/show/240012864-the-vincent-boys-by?from_search=true&from_srp=true&qid=BimMt0lImH&rank=1,True,"The Vincent Boys Glines, Abbi"
The You I've Never Known,"Hopkins, Ellen",30312837.0,https://www.goodreads.com/book/show/30312837-the-you-i-ve-never-known?from_search=true&from_srp=true&qid=Iy7FZukRwN&rank=1,True,"The You I've Never Known Hopkins, Ellen"
They Both Die at the End,"Silvera, Adam",60900548.0,https://www.goodreads.com/book/show/60900548-study-guide?from_search=true&from_srp=true&qid=kjkDssq3Zg&rank=1,True,"They Both Die at the End Silvera, Adam"
They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,"Bartoletti, Susan Campbell",,,False,"They Called Themselves The K.K.K.: The Birth of an American Terrorist Group Bartoletti, Susan Campbell"
This One Summer,"Tamaki, Mariko",18465566.0,https://www.goodreads.com/book/show/18465566-this-one-summer?from_search=true&from_srp=true&qid=gbFEuNEK15&rank=1,True,"This One Summer Tamaki, Mariko"
Traffick,"Hopkins, Ellen",23015872.0,https://www.goodreads.com/book/show/23015872-traffick?from_search=true&from_srp=true&qid=XVDr9FjZMY&rank=1,True,"Traffick Hopkins, Ellen"
Triangles,"Hopkins, Ellen",10843755.0,https://www.goodreads.com/book/show/10843755-triangles?from_search=true&from_srp=true&qid=T4gIdoKIsU&rank=1,True,"Triangles Hopkins, Ellen"
Tricks,"Hopkins, Ellen",5510384.0,https://www.goodreads.com/book/show/5510384-tricks?from_search=true&from_srp=true&qid=R8NT2gzbDQ&rank=1,True,"Tricks Hopkins, Ellen"
Wonders of the Invisible World,"Barzak, Christopher",19370974.0,https://www.goodreads.com/book/show/19370974-wonders-of-the-invisible-world?from_search=true&from_srp=true&qid=wnFXC8UZ1D&rank=1,True,"Wonders of the Invisible World Barzak, Christopher"
2024: A Graphic Novel,"Rall, Ted",622717.0,https://www.goodreads.com/book/show/622717.2024?from_search=true&from_srp=true&qid=H6v4QpFJJr&rank=1,True,"2024: A Graphic Novel Rall, Ted"
9 Days and 9 Nights,"Cotugno, Katie",35068736.0,https://www.goodreads.com/book/show/35068736-9-days-and-9-nights?from_search=true&from_srp=true&qid=ps6hYDMmtD&rank=1,True,"9 Days and 9 Nights Cotugno, Katie"
99 Days,"Cotugno, Katie",22836575.0,https://www.goodreads.com/book/show/22836575-99-days?from_search=true&from_srp=true&qid=JO4hOgRxCq&rank=1,True,"99 Days Cotugno, Katie"
A Bend In The Road,"Sparks, Nicholas",141722946,https://www.goodreads.com/book/show/141722946-a-bend-in-the-road-by-sparks-nicholas-2013-mass-market-paperback?from_search=true&from_srp=true&qid=NEq4XepBap&rank=2,True,"A Bend In The Road Sparks, Nicholas"
A Great and Terrible Beauty,"Bray, Libba",3682.0,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty?from_search=true&from_srp=true&qid=08QqNyQK81&rank=1,True,"A Great and Terrible Beauty Bray, Libba"
A Heart in a Body in the World,"Caletti, Deb",38244389,https://www.goodreads.com/book/show/38244389-a-heart-in-a-body-in-the-world?from_search=true&from_srp=true&qid=gR5R5I5XD6&rank=2,True,"A Heart in a Body in the World Caletti, Deb"
A Question of Holmes,"Cavallaro, Brittany",38251245.0,https://www.goodreads.com/book/show/38251245-a-question-of-holmes?from_search=true&from_srp=true&qid=1yXk26bE6s&rank=1,True,"A Question of Holmes Cavallaro, Brittany"
A Spark of Light,"Picoult, Jodi",39072210,https://www.goodreads.com/book/show/39072210-a-spark-of-light?from_search=true&from_srp=true&qid=M2LS50paD5&rank=2,True,"A Spark of Light Picoult, Jodi"
A Study in Charlotte,"Cavallaro, Brittany",23272028,https://www.goodreads.com/book/show/23272028-a-study-in-charlotte?from_search=true&from_srp=true&qid=vT47eEDPDi&rank=2,True,"A Study in Charlotte Cavallaro, Brittany"
A Swift Pure Cry,"Dowd, Siobhan",128733337.0,https://www.goodreads.com/book/show/128733337-a-swift-pure-cry?from_search=true&from_srp=true&qid=rfjqgdPQ2O&rank=1,True,"A Swift Pure Cry Dowd, Siobhan"
A Thousand Pieces of You,"Gray, Claudia",17234658.0,https://www.goodreads.com/book/show/17234658-a-thousand-pieces-of-you?from_search=true&from_srp=true&qid=D3NKkPBu6v&rank=1,True,"A Thousand Pieces of You Gray, Claudia"
Abandon,"Cabot, Meg",13061500.0,https://www.goodreads.com/book/show/13061500-awaken?from_search=true&from_srp=true&qid=LxrZcit0KM&rank=1,True,"Abandon Cabot, Meg"
Across the Universe,"Revis, Beth",8235178,https://www.goodreads.com/book/show/8235178-across-the-universe?from_search=true&from_srp=true&qid=BWnCYzY0KE&rank=2,True,"Across the Universe Revis, Beth"
Against the Tide,"Sutherland, Tui",18114583.0,https://www.goodreads.com/book/show/18114583-against-the-tide?from_search=true&from_srp=true&qid=lOAIpRifLW&rank=1,True,"Against the Tide Sutherland, Tui"
