book_title,ban_date,avg_search_before,avg_search_after,max_search_before,max_search_after,min_search_before,min_search_after,percent_change,absolute_change,volatility,data_collected,collection_successful,state,error
Your Name Is a Song,2021-08-01,1.11,1.82,100.0,100.0,0.0,0.0,64.0,0.71,11.48,2026-02-05 22:11:44,True,Pennsylvania,
All American Boys,2021-08-01,21.2,20.59,100.0,100.0,0.0,0.0,-2.88,-0.61,29.01,2026-02-05 22:11:49,True,Pennsylvania,
Patina (Track Series),2021-08-01,2.11,0.0,100.0,0.0,0.0,0.0,-100.0,-2.11,14.02,2026-02-05 22:11:54,True,Pennsylvania,
All Are Welcome,2021-08-01,15.6,27.14,100.0,100.0,0.0,0.0,74.0,11.54,31.18,2026-02-05 22:12:14,True,Pennsylvania,
Mixed Me!,2021-08-01,65.67,62.29,100.0,100.0,32.0,32.0,-5.14,-3.38,13.35,2026-02-05 22:12:29,True,Pennsylvania,
Escape from the Roller Ghoster (Desmond Cole Ghost Patrol Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:12:49,True,Pennsylvania,
Refugee,2021-08-01,28.18,52.63,100.0,100.0,13.0,26.0,86.79,24.46,20.14,2026-02-05 22:12:55,True,Pennsylvania,
I Am Not Your Perfect Mexican Daughter,2021-08-01,1.92,2.32,100.0,100.0,0.0,0.0,20.81,0.4,13.01,2026-02-05 22:13:00,True,Pennsylvania,
I Am Human: A Book of Empathy (I Am... Series),2021-08-01,0.0,2.07,0.0,100.0,0.0,0.0,inf,2.07,13.75,2026-02-05 22:13:05,True,Pennsylvania,
Mae Among the Stars,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:13:15,True,Pennsylvania,
"¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú",2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:13:20,True,Pennsylvania,
The Hate U Give,2021-08-01,35.26,49.14,100.0,100.0,17.0,21.0,39.39,13.89,15.3,2026-02-05 22:13:25,True,Pennsylvania,
Bilal Cooks Daal,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:13:30,True,Pennsylvania,
I Am Who I Am,2021-08-01,79.16,85.36,100.0,100.0,62.0,65.0,7.83,6.2,7.26,2026-02-05 22:13:35,True,Pennsylvania,
The Proudest Blue: A Story of Hijab and Family,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:13:46,True,Pennsylvania,
Changing the Equation: 50+ US Black Women in STEM,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:13:56,True,Pennsylvania,
Nikki & Deja (Nikki & Deja Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:14:36,True,Pennsylvania,
Indian No More,2021-08-01,0.0,1.98,0.0,100.0,0.0,0.0,inf,1.98,13.22,2026-02-05 22:14:41,True,Pennsylvania,
My Papi Has a Motorcycle,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:14:46,True,Pennsylvania,
The People Shall Continue,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:14:51,True,Pennsylvania,
"Hey, Charleston!: The True Story of the Jenkins Orphanage Band",2021-08-01,0.0,2.14,0.0,100.0,0.0,0.0,inf,2.14,14.23,2026-02-05 22:15:02,True,Pennsylvania,
25 Women Who Fought Back,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:15:07,True,Pennsylvania,
Yasmin the Teacher (Yasmin Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:15:22,True,Pennsylvania,
The Boy Who Didn't Believe in Spring,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:15:27,True,Pennsylvania,
The Missing Mouse (Sofía Martínez Series),2021-08-01,1.94,0.0,100.0,0.0,0.0,0.0,-100.0,-1.94,13.03,2026-02-05 22:15:32,True,Pennsylvania,
Not Quite Snow White,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:15:47,True,Pennsylvania,
Little Melba and Her Big Trombone,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:16:02,True,Pennsylvania,
"Squeak, Rumble, Whomp! Whomp! Whomp!: A Sonic Adventure",2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:16:08,True,Pennsylvania,
I Promise,2021-08-01,79.19,75.46,100.0,100.0,55.0,56.0,-4.71,-3.73,8.74,2026-02-05 22:16:13,True,Pennsylvania,
King & Kayla and the Case of the Secret Code (King & Kayla Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:16:18,True,Pennsylvania,
Cilla Lee-Jenkins: This Book Is a Classic (Cilla Lee-Jenkins Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:16:28,True,Pennsylvania,
Yasmin the Chef (Yasmin Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:16:33,True,Pennsylvania,
Sulwe,2021-08-01,2.06,1.78,100.0,100.0,0.0,0.0,-13.51,-0.28,12.95,2026-02-05 22:16:53,True,Pennsylvania,
WeirDo Series: Messy Weird!,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:16:58,True,Pennsylvania,
They Called Us Enemy,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:17:03,True,Pennsylvania,
WeirDo Series: Planet Weird,2021-08-01,0.0,1.98,0.0,100.0,0.0,0.0,inf,1.98,13.22,2026-02-05 22:17:13,True,Pennsylvania,
Teaching to Transgress: Education as the Practice of Freedom,2021-08-01,2.11,1.11,100.0,100.0,0.0,0.0,-47.37,-1.0,12.39,2026-02-05 22:17:18,True,Pennsylvania,
Melissa (George),2021-08-01,43.27,27.49,100.0,100.0,0.0,0.0,-36.47,-15.78,27.18,2026-02-05 22:17:33,True,Pennsylvania,
Before the Ever After,2021-08-01,2.83,1.11,100.0,100.0,0.0,0.0,-60.78,-1.72,13.23,2026-02-05 22:17:40,True,Pennsylvania,
Who Was Eleanor Roosevelt? (Who was...? Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:17:48,True,Pennsylvania,
Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:17:52,True,Pennsylvania,
"""Multiplication Is for White People"": Raising Expectations for Other People's Children",2021-08-01,0.0,2.16,0.0,100.0,0.0,0.0,inf,2.16,14.31,2026-02-05 22:18:42,True,Pennsylvania,
Hot Day on Abbott Avenue,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:18:47,True,Pennsylvania,
Duke Ellington: The Piano Prince and His Orchestra,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:18:52,True,Pennsylvania,
Shades of People,2021-08-01,2.14,1.11,100.0,100.0,0.0,0.0,-48.19,-1.03,12.51,2026-02-05 22:19:12,True,Pennsylvania,
WeirDo Series: Extra Weird!,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:19:22,True,Pennsylvania,
Parachutes,2021-08-01,48.86,50.6,100.0,100.0,0.0,0.0,3.57,1.74,27.53,2026-02-05 22:19:27,True,Pennsylvania,
Yasmin the Painter (Yasmin Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:19:42,True,Pennsylvania,
Who Was Marie Curie? (Who was...? Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:19:47,True,Pennsylvania,
Amal Unbound,2021-08-01,2.21,3.22,100.0,100.0,0.0,0.0,45.73,1.01,16.08,2026-02-05 22:20:02,True,Pennsylvania,
Our Favorite African Adrinkra Symbols: A Coloring Book,2021-08-01,2.14,0.0,100.0,0.0,0.0,0.0,-100.0,-2.14,14.23,2026-02-05 22:20:07,True,Pennsylvania,
So You Want to Talk About Race,2021-08-01,2.2,1.67,100.0,100.0,0.0,0.0,-24.24,-0.53,13.21,2026-02-05 22:20:12,True,Pennsylvania,
Beyond Theory: A Blueprint to Implement African-Centered Education,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:20:17,True,Pennsylvania,
Pedagogy of the Oppressed,2021-08-01,1.11,5.53,100.0,100.0,0.0,0.0,398.0,4.42,16.63,2026-02-05 22:20:27,True,Pennsylvania,
My Hair is a Garden,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:20:33,True,Pennsylvania,
I Am Enough,2021-08-01,32.91,68.44,100.0,100.0,18.0,38.0,107.97,35.53,20.66,2026-02-05 22:20:38,True,Pennsylvania,
Who Is Michelle Obama? (Who was...? Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:20:48,True,Pennsylvania,
"Not Light, but Fire: How to Lead Meaningful Race Conversations in the Classroom",2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:20:58,True,Pennsylvania,
On the Come Up,2021-08-01,60.96,68.3,100.0,100.0,39.0,37.0,12.05,7.34,15.74,2026-02-05 22:21:08,True,Pennsylvania,
For Black Girls Like Me,2021-08-01,0.0,2.14,0.0,100.0,0.0,0.0,inf,2.14,14.23,2026-02-05 22:21:21,True,Pennsylvania,
Lola at the Library (Lola Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:21:31,True,Pennsylvania,
Front Desk (Front Desk Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:21:41,True,Pennsylvania,
I Love My Hair,2021-08-01,11.62,7.34,100.0,100.0,0.0,0.0,-36.81,-4.28,27.07,2026-02-05 22:21:46,True,Pennsylvania,
¡Vámonos! Let's Go!,2021-08-01,1.89,1.11,100.0,100.0,0.0,0.0,-41.18,-0.78,11.67,2026-02-05 22:21:51,True,Pennsylvania,
El color de la piel,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:21:56,True,Pennsylvania,
Early Sunday Morning,2021-08-01,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-05 22:22:01,True,Pennsylvania,
Brown Girl Dreaming,2021-08-01,4.92,11.11,100.0,100.0,0.0,0.0,125.73,6.19,24.99,2026-02-05 22:22:06,True,Pennsylvania,
Last Stop on Market Street,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:22:11,True,Pennsylvania,
Imani's Moon,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:22:16,True,Pennsylvania,
Dreamers,2021-08-01,51.72,66.36,100.0,100.0,38.0,38.0,28.29,14.63,11.94,2026-02-05 22:22:21,True,Pennsylvania,
New Kid,2021-08-01,70.02,71.96,100.0,100.0,52.0,53.0,2.76,1.93,10.29,2026-02-05 22:22:32,True,Pennsylvania,
Ruby Flips For Attention (Ruby and the Booker Boys Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:22:44,True,Pennsylvania,
Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,2021-08-01,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-05 22:23:00,True,Pennsylvania,
Don't Touch My Hair!,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:23:25,True,Pennsylvania,
Escuchando con mi Corazón: Un cuento de bondad y autocompasión (Listening to My Heart),2021-08-01,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-05 22:23:31,True,Pennsylvania,
Enough! 20 Protesters Who Changed America,2021-08-01,1.98,0.0,100.0,0.0,0.0,0.0,-100.0,-1.98,13.22,2026-02-05 22:23:40,True,Pennsylvania,
"Culturally Responsive Teaching: Theory, Research, and Practice",2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:23:45,True,Pennsylvania,
Nelson Mandela,2021-08-01,32.67,67.79,100.0,100.0,16.0,31.0,107.52,35.12,21.97,2026-02-05 22:24:26,True,Pennsylvania,
Malala: My Story of Standing Up for Girls' Rights,2021-08-01,3.38,0.0,100.0,0.0,0.0,0.0,-100.0,-3.38,15.94,2026-02-05 22:24:31,True,Pennsylvania,
American Street,2021-08-01,75.11,81.23,100.0,100.0,50.0,58.0,8.15,6.12,10.86,2026-02-05 22:24:52,True,Pennsylvania,
Black Youth Rising: Activism and Radical Healing in Urban America,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:24:57,True,Pennsylvania,
White Rage: The Unspoken Truth of Our Racial Divide,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:25:12,True,Pennsylvania,
"Get Up, Stand Up",2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:25:22,True,Pennsylvania,
WeirDo Series: Super Weird!,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:25:27,True,Pennsylvania,
The Skin You Live In,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:25:32,True,Pennsylvania,
The Deaf Musicians,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:25:37,True,Pennsylvania,
Lola Goes to School (Lola Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:25:52,True,Pennsylvania,
We Are Grateful: Otsaliheliga,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:25:57,True,Pennsylvania,
Faith Ringgold (Getting to Know the World's Greatest Artists),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:26:18,True,Pennsylvania,
My Friend Maya Loves to Dance,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:26:22,True,Pennsylvania,
Yasmin the Singer (Yasmin Series),2021-08-01,1.11,2.11,100.0,100.0,0.0,0.0,90.0,1.0,12.39,2026-02-05 22:26:28,True,Pennsylvania,
The Secret Recipe (Sofía Martínez Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:26:59,True,Pennsylvania,
Freedom in Congo Square,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:27:04,True,Pennsylvania,
The Year of the Book (Anna Wang Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:27:44,True,Pennsylvania,
25 Women Who Thought of It First,2021-08-01,1.11,2.06,100.0,100.0,0.0,0.0,85.0,0.94,12.2,2026-02-05 22:27:54,True,Pennsylvania,
The Magical Yet,2021-08-01,2.1,0.0,100.0,0.0,0.0,0.0,-100.0,-2.1,13.95,2026-02-05 22:28:04,True,Pennsylvania,
"Jasmine Toguchi, Super Sleuth (Jasmine Toguchi Series)",2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:28:09,True,Pennsylvania,
"Thank You, Omu!",2021-08-01,0.0,2.17,0.0,100.0,0.0,0.0,inf,2.17,14.38,2026-02-05 22:28:19,True,Pennsylvania,
Our Class is a Family,2021-08-01,0.0,9.5,0.0,100.0,0.0,0.0,inf,9.5,24.53,2026-02-05 22:28:24,True,Pennsylvania,
WeirDo Series: Mega Weird!,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:28:29,True,Pennsylvania,
The Case for Loving: The Fight for Interracial Marriage,2021-08-01,2.17,1.11,100.0,100.0,0.0,0.0,-48.72,-1.06,12.59,2026-02-05 22:28:34,True,Pennsylvania,
The Butterfly,2021-08-01,66.74,72.01,100.0,100.0,52.0,58.0,7.89,5.27,7.91,2026-02-05 22:28:40,True,Pennsylvania,
Bat and the End of Everything (A Boy Called Bat Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:28:50,True,Pennsylvania,
We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:29:00,True,Pennsylvania,
Drawn Together,2021-08-01,45.97,21.08,100.0,100.0,0.0,0.0,-54.15,-24.89,22.54,2026-02-05 22:29:06,True,Pennsylvania,
Too Many Tamales,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:29:11,True,Pennsylvania,
Marisol McDonald Doesn't Match (Marisol McDonald Series),2021-08-01,1.11,2.01,100.0,100.0,0.0,0.0,81.0,0.9,12.05,2026-02-05 22:29:21,True,Pennsylvania,
Wings,2021-08-01,76.06,66.97,100.0,100.0,61.0,51.0,-11.95,-9.09,13.2,2026-02-05 22:29:28,True,Pennsylvania,
Islandborn,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:29:38,True,Pennsylvania,
Beware the Werewolf (Desmond Cole Ghost Patrol Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:29:43,True,Pennsylvania,
What Is the Women's Rights Movement? (What was...? Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:29:48,True,Pennsylvania,
The Day You Begin,2021-08-01,2.16,11.01,100.0,100.0,0.0,0.0,410.82,8.86,22.83,2026-02-05 22:29:53,True,Pennsylvania,
Harlem's Little Blackbird: The Story of Florence Mills,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:30:03,True,Pennsylvania,
I Am Every Good Thing,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:30:09,True,Pennsylvania,
Ven a Mi Casa,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:30:14,True,Pennsylvania,
Noah Chases the Wind,2021-08-01,0.0,1.96,0.0,100.0,0.0,0.0,inf,1.96,13.09,2026-02-05 22:30:59,True,Pennsylvania,
En Comunidad: Lessons for Centering the Voices and Experiences of Bilingual Latinx Students,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:31:09,True,Pennsylvania,
The Colors of Us/Los colores de nuestra piel,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:31:25,True,Pennsylvania,
Between the World and Me,2021-08-01,31.82,34.64,100.0,100.0,0.0,0.0,8.87,2.82,31.03,2026-02-05 22:31:39,True,Pennsylvania,
Hidden Figures: The True Story of Four Black Women and the Space Race,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:31:45,True,Pennsylvania,
Sonia Sotomayor: A Judge Grows in the Bronx/La juez que creció en el Bronx,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:31:50,True,Pennsylvania,
Starstruck: The Cosmic Journey of Neil Degrasse Tyson,2021-08-01,0.0,2.08,0.0,100.0,0.0,0.0,inf,2.08,13.82,2026-02-05 22:31:55,True,Pennsylvania,
Mindy Kim and the Yummy Seaweed Business (Mindy Kim Series),2021-08-01,2.01,0.0,100.0,0.0,0.0,0.0,-100.0,-2.01,13.42,2026-02-05 22:32:06,True,Pennsylvania,
The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:32:16,True,Pennsylvania,
As Brave As You,2021-08-01,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-05 22:32:21,True,Pennsylvania,
Read the World: Rethinking Literacy for Empathy and Action in a Digital Age,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:32:26,True,Pennsylvania,
Crown: An Ode to the Fresh Cut,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:32:47,True,Pennsylvania,
What Was the March on Washington? (What was...? Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:32:52,True,Pennsylvania,
"They, She, He Easy as ABC",2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:32:57,True,Pennsylvania,
Let the Children March,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:33:07,True,Pennsylvania,
King & Kayla and the Case of the Unhappy Neighbor (King & Kayla Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:33:12,True,Pennsylvania,
Little Legends: Exceptional Men in Black History,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:33:22,True,Pennsylvania,
Knock Knock: My Dad's Dream for Me,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:33:27,True,Pennsylvania,
Those Shoes,2021-08-01,17.74,21.09,100.0,100.0,0.0,0.0,18.85,3.34,27.76,2026-02-05 22:33:32,True,Pennsylvania,
"Mindy Kim, Class President (Mindy Kim Series)",2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:33:42,True,Pennsylvania,
Bayou Magic (The Louisiana Girls Trilogy Series),2021-08-01,2.13,0.0,100.0,0.0,0.0,0.0,-100.0,-2.13,14.16,2026-02-05 22:33:47,True,Pennsylvania,
My Vida Loca (Sofía Martínez Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:34:13,True,Pennsylvania,
Lights Out (Sofía Martínez Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:34:18,True,Pennsylvania,
Mindy Kim and the Big Pizza Challenge (Mindy Kim Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:34:23,True,Pennsylvania,
The Beach Trip (Sofía Martínez Series),2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:34:33,True,Pennsylvania,
Milo's Museum,2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:34:44,True,Pennsylvania,
"Iguales, pero diferentes (Same, Same But Different)",2021-08-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:34:49,True,Pennsylvania,
Blindspot: Hidden Biases of Good People,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:34:54,True,Pennsylvania,
We Are All Born Free: The Universal Declaration of Human Rights in Pictures,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:34:59,True,Pennsylvania,
A Good Kind of Trouble,2021-08-01,0.0,2.07,0.0,100.0,0.0,0.0,inf,2.07,13.75,2026-02-05 22:35:04,True,Pennsylvania,
Mommy Sayang: Pixar Animation Studios Artist Showcase,2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:35:09,True,Pennsylvania,
Lola Levine and the Halloween Scream (Lola Levine Series),2021-08-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:35:14,True,Pennsylvania,
The Undefeated,2021-08-01,12.53,23.66,100.0,100.0,0.0,0.0,88.74,11.12,17.11,2026-02-05 22:35:29,True,Pennsylvania,
"Up, Up, Down!",2021-08-01,7.83,16.96,100.0,100.0,0.0,0.0,116.45,9.12,27.84,2026-02-05 22:35:44,True,Pennsylvania,
"It's Not the Stork!: A Book About Girls, Boys, Babies, Bodies, Families and Friends",2021-12-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:36:09,True,Texas,
Promposal,2021-12-01,3.99,20.77,100.0,100.0,0.0,0.0,420.61,16.78,24.16,2026-02-05 22:36:14,True,Texas,
Far from Xanadu,2021-12-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:36:19,True,Texas,
Identity and Gender,2021-12-01,48.2,33.81,100.0,100.0,0.0,0.0,-29.85,-14.39,29.73,2026-02-05 22:36:25,True,Texas,
Big Guy,2021-12-01,75.86,81.11,100.0,100.0,65.0,67.0,6.93,5.26,8.13,2026-02-05 22:36:30,True,Texas,
Boy Girl Boy,2021-12-01,85.09,85.26,100.0,100.0,76.0,70.0,0.2,0.17,6.65,2026-02-05 22:36:36,True,Texas,
Freakboy,2021-12-01,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-05 22:36:41,True,Texas,
All American Boys,2021-12-01,22.73,35.62,100.0,100.0,0.0,0.0,56.7,12.89,31.61,2026-02-05 22:37:04,True,Indiana,
Crossing Lines,2021-12-01,19.84,34.06,100.0,100.0,0.0,0.0,71.61,14.21,28.13,2026-02-05 22:37:09,True,Texas,
Out of Darkness,2021-12-01,13.63,47.33,100.0,100.0,0.0,0.0,247.19,33.7,24.84,2026-02-05 22:37:14,True,Indiana,
Staying Fat for Sarah Byrnes,2021-12-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:37:19,True,Texas,
Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,2021-12-01,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-05 22:37:24,True,Texas,
The Stars and the Blackness Between Them,2021-12-01,0.0,2.17,0.0,100.0,0.0,0.0,inf,2.17,14.38,2026-02-05 22:37:30,True,Texas,
Shout,2021-12-01,72.81,63.9,100.0,100.0,58.0,41.0,-12.24,-8.91,10.34,2026-02-05 22:37:35,True,Texas,
The Gravity of Us,2021-12-01,2.18,8.38,100.0,100.0,0.0,0.0,284.69,6.2,20.17,2026-02-05 22:37:40,True,Texas,
How to Be an Antiracist,2021-12-01,1.11,3.64,100.0,100.0,0.0,0.0,228.0,2.53,14.2,2026-02-05 22:37:45,True,Texas,
